Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,74,32,42,43.2%,86-97,47.0%,871-897,49.3%,12-16,42.9%,74,69.6%,28.9%,5.5%,5.8%,55.9%,67.8%,46.4%,58.4%,40.4%,49.5%,0.97
Clay,28,14,14,50.0%,31-32,49.2%,308-294,51.2%,5-2,71.4%,28,70.8%,30.2%,5.0%,6.2%,55.8%,67.3%,48.4%,58.9%,42.1%,50.4%,1.03
Grass,4,2,2,50.0%,4-3,57.1%,35-31,53.0%,1-1,50.0%,4,82.1%,21.6%,5.6%,4.8%,55.4%,68.5%,52.5%,61.3%,38.3%,49.9%,0.99
Grand Slams,22,11,11,50.0%,25-25,50.0%,246-230,51.7%,3-4,42.9%,22,69.2%,33.1%,5.8%,6.0%,56.1%,66.9%,45.1%,57.3%,42.2%,49.9%,0.99
Premiers,31,12,19,38.7%,30-41,42.3%,314-353,47.1%,5-5,50.0%,31,68.8%,25.6%,4.9%,6.7%,54.3%,67.5%,48.1%,58.7%,39.3%,48.9%,0.95
Internationals,18,8,10,44.4%,22-24,47.8%,219-228,49.0%,8-0,100.0%,18,71.5%,24.3%,5.1%,5.5%,59.1%,67.0%,46.8%,58.7%,39.8%,49.4%,0.96
Semi-finals,1,0,1,0.0%,1-2,33.3%,15-16,48.4%,0-1,0.0%,1,78.6%,25.0%,2.7%,4.5%,66.4%,67.1%,48.6%,60.9%,37.5%,49.1%,0.96
Quarter-finals,3,1,2,33.3%,3-5,37.5%,34-42,44.7%,1-0,100.0%,3,62.2%,26.3%,7.6%,6.7%,54.7%,64.8%,49.5%,57.8%,39.9%,48.9%,0.95
vs Righties,94,38,56,40.4%,101-124,44.9%,1059-1133,48.3%,18-17,51.4%,94,68.6%,27.6%,5.3%,6.0%,55.4%,66.8%,46.7%,57.9%,40.1%,49.1%,0.95
vs Lefties,9,7,2,77.8%,14-8,63.6%,119-81,59.5%,0-2,0.0%,9,84.3%,34.0%,6.0%,4.9%,61.2%,74.5%,50.2%,65.1%,43.4%,54.3%,1.24
vs Top 10,11,2,9,18.2%,7-18,28.0%,102-137,42.7%,0-2,0.0%,11,63.6%,21.8%,4.9%,5.4%,54.1%,65.1%,43.5%,55.2%,37.7%,46.7%,0.84
