Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 US Open R64,L vs Osaka,15.4%,28.8%,42.9%,24.0%,44.0%,63.2%,55.6%,62.5%,100.0%,11.1%,22.2%,18.8%,36.4%,0.0%,0.0%,-33
2025 Montreal R64,L vs Rybakina,29.2%,45.8%,53.3%,44.0%,64.0%,50.0%,62.5%,29.4%,0.0%,15.8%,31.6%,56.3%,10.0%,33.3%,-,31
2025 Wimbledon R32,L vs Andreeva,14.6%,18.8%,34.2%,25.0%,29.2%,33.3%,90.0%,42.9%,33.3%,4.8%,9.5%,35.0%,25.0%,11.1%,0.0%,-71
2025 Wimbledon R64,W vs Mboko,25.6%,38.5%,54.7%,31.8%,47.7%,53.3%,55.6%,53.8%,50.0%,20.7%,31.0%,56.5%,63.6%,50.0%,50.0%,73
2025 Roland Garros R16,L vs Keys,31.9%,36.1%,36.2%,37.5%,40.0%,36.0%,54.5%,55.6%,0.0%,26.7%,33.3%,36.4%,36.4%,94.7%,100.0%,-28
2025 Roland Garros R32,W vs Bouzas Maneiro,38.8%,55.1%,56.7%,41.4%,65.5%,76.5%,61.5%,62.5%,-,35.0%,40.0%,30.8%,28.6%,53.8%,100.0%,-104
2025 BJK Cup Qualifiers RR,W vs Munk Mortensen,39.3%,51.8%,60.6%,47.4%,63.2%,70.0%,55.0%,61.1%,100.0%,23.5%,29.4%,46.2%,25.0%,61.5%,50.0%,-37
2025 Charleston R64,W vs Gadecki,38.5%,51.9%,51.7%,41.2%,61.8%,60.0%,50.0%,65.0%,100.0%,40.0%,40.0%,33.3%,55.6%,16.7%,-,97
2025 Miami R64,W vs Kasatkina,22.5%,35.1%,50.0%,31.7%,48.3%,53.7%,46.7%,33.3%,62.5%,12.8%,21.3%,46.3%,30.4%,20.8%,33.3%,-9
2024 Miami R128,L vs Wang,36.7%,45.0%,48.5%,50.0%,64.3%,64.3%,40.0%,38.9%,50.0%,29.6%,33.3%,36.8%,53.3%,16.7%,0.0%,85
2019 Washington R32,W vs Keys,37.2%,51.3%,46.7%,43.5%,60.9%,50.0%,80.0%,80.8%,100.0%,32.1%,42.9%,42.1%,53.8%,80.0%,100.0%,47
Last 52 Weeks (8 matches),,29.2%,40.7%,48.1%,37.1%,52.1%,54.6%,58.8%,54.5%,50.0%,21.9%,29.6%,40.2%,36.0%,50.0%,57.1%,62
Career (11 matches),,29.7%,41.3%,48.4%,37.9%,53.4%,54.5%,58.0%,53.4%,59.3%,22.1%,29.9%,41.2%,38.9%,45.5%,55.0%,51
