Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,29,14,15,48.3%,35-35,50.0%,336-338,49.9%,3-5,37.5%,29,70.1%,29.2%,5.1%,5.3%,58.4%,67.0%,47.3%,58.8%,40.8%,50.0%,0.99
Clay,14,8,6,57.1%,19-16,54.3%,179-166,51.9%,5-0,100.0%,14,72.8%,29.8%,5.6%,5.2%,56.0%,67.6%,49.6%,59.7%,42.4%,50.6%,1.05
Grass,3,2,1,66.7%,4-3,57.1%,35-31,53.0%,1-1,50.0%,3,78.8%,25.8%,4.4%,3.6%,54.2%,66.4%,52.4%,60.0%,39.8%,50.0%,1.00
Grand Slams,12,8,4,66.7%,17-11,60.7%,140-117,54.5%,2-2,50.0%,12,75.8%,32.0%,5.3%,4.5%,55.6%,69.1%,48.7%,60.1%,42.6%,51.5%,1.07
Premiers,8,4,4,50.0%,9-11,45.0%,94-99,48.7%,1-2,33.3%,8,71.6%,26.3%,5.7%,4.5%,60.2%,65.9%,50.4%,59.7%,39.9%,49.7%,0.99
Internationals,6,2,4,33.3%,6-9,40.0%,72-84,46.2%,4-0,100.0%,6,67.1%,22.4%,2.7%,4.4%,61.6%,63.4%,48.8%,57.7%,39.0%,48.3%,0.92
Semi-finals,1,0,1,0.0%,1-2,33.3%,15-16,48.4%,0-1,0.0%,1,78.6%,25.0%,2.7%,4.5%,66.4%,67.1%,48.6%,60.9%,37.5%,49.1%,0.96
Quarter-finals,2,1,1,50.0%,2-3,40.0%,24-24,50.0%,0-0,-,2,66.7%,33.3%,7.0%,6.3%,49.0%,65.7%,54.8%,60.1%,42.6%,51.4%,1.07
vs Righties,41,21,20,51.2%,52-49,51.5%,493-490,50.2%,9-5,64.3%,41,70.7%,28.9%,5.1%,5.2%,57.2%,66.6%,48.6%,58.9%,41.1%,50.0%,1.00
vs Lefties,5,3,2,60.0%,6-5,54.5%,57-45,55.9%,0-1,0.0%,5,78.8%,32.0%,6.7%,4.8%,59.3%,72.0%,46.2%,61.5%,43.1%,52.4%,1.12
vs Top 10,7,1,6,14.3%,5-12,29.4%,72-92,43.9%,0-2,0.0%,7,65.4%,23.5%,5.0%,4.5%,57.8%,64.4%,43.6%,55.6%,38.3%,47.1%,0.86
