Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,37,26,11,70.3%,22,13,9,59.1%,1981,1997,F,7,0.93,5.3%,3.7%,63.7%,67.3%,50.6%,61.2%,35.9%,64.9%,38.7%
Roland Garros,5,Clay,9,4,5,44.4%,5,3,2,60.0%,1983,1991,R16,1,0.80,9.0%,7.8%,50.9%,76.5%,42.7%,59.9%,32.2%,46.2%,33.3%
Wimbledon,11,Grass,39,29,10,74.4%,25,12,13,48.0%,1983,1997,W,5,0.92,6.1%,5.0%,56.8%,76.4%,49.7%,64.9%,32.5%,69.2%,23.3%
US Open,7,Hard,16,9,7,56.3%,7,4,3,57.1%,1982,1996,SF,1,0.37,5.5%,4.4%,57.1%,65.4%,41.0%,54.9%,16.9%,0.0%,0.0%
Olympics,1,,1,0,1,0.0%,1,0,1,0.0%,1984,1984,R32,0,,,,,,,,,,
Davis Cup,8,,30,23,7,76.7%,1,0,1,0.0%,1983,1990,,0,,,,,,,,,,
Queen's Club,9,Grass,29,20,9,69.0%,10,5,5,50.0%,1983,1995,SF,9,1.19,7.9%,2.4%,58.9%,72.6%,52.9%,64.5%,42.2%,60.0%,44.8%
Sydney Indoor,6,Hard,15,9,6,60.0%,9,6,3,66.7%,1982,1990,F,0,,,,,,,,,,
Montreal / Toronto,5,Hard,10,5,5,50.0%,5,2,3,40.0%,1982,1988,QF,0,,,,,,,,,,
Tokyo Outdoor,5,Hard,10,5,5,50.0%,3,2,1,66.7%,1987,1992,QF,5,0.96,4.4%,3.5%,57.5%,69.7%,51.4%,61.9%,36.5%,60.0%,50.0%
Dusseldorf,4,Clay,12,5,7,41.7%,9,5,4,55.6%,1983,1987,F,0,,,,,,,,,,
Adelaide,4,Hard,9,5,4,55.6%,4,2,2,50.0%,1981,1994,SF,1,0.74,5.2%,9.3%,45.4%,54.5%,43.4%,48.5%,38.2%,53.3%,50.0%
