Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2006,,,,,,,,,,,1430,5,,
1997,379,84,,,,,,,,,160,421,,
1996,765,14,,,,,,,,,110,595,,
1995,250,,161,1653,115,1663,174,1573,54,1684,242,201,,
1994,511,,,,,,,,,,387,110,,
1993,,,,,,,,,,,712,26,,
1992,203,,111,1725,79,1727,,,36,1745,1043,1,,
1991,108,,76,1791,55,1768,117,1668,16,1815,155,343,,
1990,81,,19,1927,20,1880,,,6,1892,100,521,,
1989,368,,,,,,,,,,641,,,
1988,20,,12,2009,11,1953,25,1847,5,1993,163,,,
1987,7,,9,2065,10,1971,40,1796,5,2045,39,,,
1986,24,,11,2024,14,1899,31,1827,6,1979,36,,,
1985,67,,41,1853,78,1693,80,1692,15,1836,19,,,
1984,10,,15,1970,33,1810,42,1790,7,1941,19,,,
1983,34,,21,1957,47,1754,45,1786,11,1895,,,,
1982,63,,47,1839,88,1674,109,1664,16,1829,,,,
