Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
1992 Wimbledon R64,L vs Mcenroe,94.8%,66.1%,42.5%,66.2%,53.8%,100.0%,0.0%,23.1%,50.0%,0.0%,-,92,59
1991 Australian Open R32,L vs Edberg,89.1%,54.1%,47.5%,56.6%,25.0%,30.0%,0.0%,20.0%,25.0%,0.0%,-,78,47
1988 Australian Open F,L vs Wilander,84.5%,63.9%,59.2%,62.8%,6.5%,11.5%,0.0%,9.9%,36.4%,0.3%,0.0%,27,36
1988 Australian Open SF,W vs Lendl,75.3%,68.2%,54.9%,65.8%,8.5%,11.1%,13.3%,1.1%,5.3%,0.3%,0.0%,0,33
1987 Wimbledon F,W vs Lendl,97.4%,82.7%,36.3%,83.1%,18.2%,25.0%,0.0%,23.5%,50.0%,0.0%,-,121,120
1987 Wimbledon SF,W vs Connors,96.7%,76.3%,55.9%,74.1%,9.1%,21.4%,0.0%,28.6%,25.0%,0.7%,100.0%,96,105
1987 Australian Open F,L vs Edberg,92.5%,62.4%,48.4%,63.4%,56.3%,33.3%,0.0%,40.0%,75.0%,0.0%,-,42,59
1987 Australian Open SF,W vs Lendl,63.6%,61.9%,30.9%,65.2%,27.3%,33.3%,0.0%,26.7%,25.0%,0.0%,-,61,11
1984 US Open SF,L vs Lendl,68.2%,65.7%,47.4%,65.8%,10.7%,7.5%,22.2%,11.9%,10.0%,0.3%,0.0%,37,67
1984 Wimbledon SF,L vs Mcenroe,93.3%,55.1%,49.0%,56.0%,30.0%,50.0%,0.0%,16.7%,50.0%,0.0%,-,79,69
Career (10 matches),,83.9%,64.7%,47.1%,65.1%,13.3%,16.3%,14.8%,11.6%,23.4%,0.2%,25.0%,52,56
