Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
1992 Wimbledon R64,L vs Mcenroe,73% (19/26),15% (2/13),2/4,0/0,33% (3/9),1/4,0/1,100% (9/9),56% (5/9)
1988 Australian Open F,L vs Wilander,60% (18/30),36% (4/11),2/3,0/0,62% (13/21),2/5,0/1,80% (4/5),60% (3/5)
1988 Australian Open SF,W vs Lendl,63% (19/30),42% (5/12),3/5,1/1,81% (13/16),2/4,0/0,- (0/0),- (0/0)
1987 Wimbledon F,W vs Lendl,83% (15/18),22% (4/18),3/8,1/1,0% (0/1),0/0,0/0,67% (4/6),50% (3/6)
1987 Wimbledon SF,W vs Connors,76% (13/17),63% (5/8),3/3,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
1987 Australian Open F,L vs Edberg,46% (18/39),50% (5/10),2/6,0/0,67% (12/18),9/12,3/4,- (0/0),- (0/0)
1984 US Open SF,L vs Lendl,79% (22/28),30% (3/10),2/5,0/1,60% (6/10),2/5,1/2,50% (6/12),45% (5/11)
1992 (1 matches),,73.1%,15.4%,50.0%,-,33.3%,25.0%,0.0%,100.0%,55.6%
1988 (2 matches),,61.7%,39.1%,62.5%,100.0%,70.3%,44.4%,0.0%,80.0%,60.0%
1987 (3 matches),,62.2%,38.9%,47.1%,100.0%,63.6%,75.0%,75.0%,66.7%,50.0%
1984 (1 matches),,78.6%,30.0%,40.0%,0.0%,60.0%,40.0%,50.0%,50.0%,45.5%
Career (7 matches),,66.0%,34.1%,50.0%,75.0%,62.8%,53.3%,50.0%,71.9%,51.6%
