Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
1992 Wimbledon R64,L vs Mcenroe,66,20,3.3,21.1%,6.4%,57,16,3.6,19.7%,5.5%,10.7%,7.6%,2.2,17.3%,8.0%
1991 Australian Open R32,L vs Edberg,37,20,1.9,19.2%,10.4%,35,18,1.9,19.2%,9.9%,9.3%,9.9%,1.7,18.1%,10.9%
1988 Australian Open F,L vs Wilander,65,66,1.0,19.6%,19.9%,61,57,1.1,19.4%,18.2%,10.2%,9.2%,1.0,11.8%,12.4%
1988 Australian Open SF,W vs Lendl,39,56,0.7,13.5%,19.4%,32,52,0.6,12.0%,19.5%,8.6%,3.4%,0.8,12.5%,16.3%
1987 Wimbledon F,W vs Lendl,48,18,2.7,22.6%,8.5%,44,16,2.8,22.8%,8.3%,11.4%,11.4%,1.0,16.0%,16.5%
1987 Wimbledon SF,W vs Connors,45,21,2.1,29.6%,13.8%,35,19,1.8,25.9%,14.1%,16.3%,9.6%,0.9,11.2%,13.2%
1987 Australian Open F,L vs Edberg,53,29,1.8,16.8%,9.2%,47,17,2.8,16.2%,5.9%,10.3%,5.9%,1.7,19.6%,11.4%
1987 Australian Open SF,W vs Lendl,43,23,1.9,30.7%,16.4%,36,16,2.3,29.8%,13.2%,13.2%,16.5%,1.6,34.3%,21.4%
1984 US Open SF,L vs Lendl,47,65,0.7,14.5%,20.1%,38,60,0.6,12.8%,20.2%,6.4%,6.1%,1.5,14.8%,10.2%
1984 Wimbledon SF,L vs Mcenroe,32,19,1.7,15.9%,9.5%,29,17,1.7,15.7%,9.2%,9.7%,5.9%,3.0,20.9%,7.0%
Career (10 matches),,475,337,1.4,19.2%,13.6%,414,288,1.4,18.2%,12.7%,10.1%,7.9%,1.4,16.8%,12.2%
