Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1992 Wimbledon R64,L vs Mcenroe,62.4%,46.2%,7.6%,9/4,1.27,2.0%,61.8%,33.3%,3.9%,1.12,3.7%,69.4%,65.1%,14.5%,1.46,0.0%
1991 Australian Open R32,L vs Edberg,61.3%,52.9%,16.2%,9/9,1.46,6.7%,64.2%,51.2%,13.4%,1.42,10.0%,80.6%,56.0%,29.0%,1.54,0.0%
1988 Australian Open F,L vs Wilander,72.5%,43.2%,13.7%,7/14,1.46,4.8%,74.4%,37.9%,10.3%,1.42,8.0%,70.6%,62.5%,26.5%,1.53,0.0%
1988 Australian Open SF,W vs Lendl,74.1%,45.0%,14.8%,10/10,1.70,35.2%,75.3%,42.2%,12.9%,1.73,26.1%,81.8%,50.0%,20.5%,1.68,44.4%
1987 Wimbledon F,W vs Lendl,68.7%,53.3%,3.1%,2/2,1.51,17.9%,65.0%,44.2%,3.8%,1.63,25.9%,84.4%,65.8%,2.2%,1.25,0.0%
1987 Wimbledon SF,W vs Connors,77.8%,52.4%,6.2%,4/1,1.55,11.4%,83.3%,46.0%,3.3%,1.50,11.1%,76.5%,76.9%,17.6%,1.58,11.5%
1987 Australian Open F,L vs Edberg,73.2%,46.8%,15.4%,11/12,1.39,20.0%,67.4%,45.2%,12.0%,1.39,29.5%,87.0%,48.9%,22.2%,1.40,8.2%
1987 Australian Open SF,W vs Lendl,58.5%,49.5%,9.4%,6/9,1.67,32.8%,69.9%,47.1%,12.3%,1.74,34.2%,91.3%,52.4%,13.0%,1.58,30.8%
1984 US Open SF,L vs Lendl,64.0%,42.9%,4.3%,6/1,1.69,17.3%,57.0%,34.7%,1.2%,1.51,27.1%,80.0%,50.0%,8.6%,1.86,8.0%
1984 Wimbledon SF,L vs Mcenroe,61.5%,44.1%,16.7%,6/10,1.42,12.7%,56.7%,29.4%,16.7%,1.40,21.4%,80.6%,64.0%,19.4%,1.45,0.0%
Career (10 matches),,67.0%,47.2%,10.5%,49.3%,1.53,15.4%,67.5%,41.1%,8.8%,1.49,19.0%,80.4%,57.0%,16.1%,1.57,10.9%
