Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
1992 Wimbledon R64,L vs Mcenroe,2.6,2.7,2.4,46.9%,52.2%,60.0%,-,49.7%,3.8%,3.5,4.8,-1.0,-1.6
1991 Australian Open R32,L vs Edberg,2.6,2.8,2.4,47.2%,43.4%,60.0%,50.0%,31.5%,13.2%,4.5,15.5,6.5,10.3
1988 Australian Open F,L vs Wilander,3.8,3.0,4.7,44.1%,51.7%,55.6%,45.0%,50.3%,34.3%,-12.0,-7.0,-3.0,-2.8
1988 Australian Open SF,W vs Lendl,3.9,2.7,5.2,56.9%,45.2%,35.7%,41.7%,40.1%,38.1%,-13.0,-8.8,-2.5,-1.8
1987 Wimbledon F,W vs Lendl,2.4,2.3,2.5,56.8%,57.1%,0.0%,-,27.4%,9.2%,-1.0,-2.9,11.5,13.9
1987 Wimbledon SF,W vs Connors,3.4,2.5,4.1,60.8%,61.5%,57.1%,50.0%,42.0%,55.4%,-6.0,-10.2,2.0,5.7
1987 Australian Open F,L vs Edberg,2.6,2.7,2.6,46.4%,54.3%,50.0%,100.0%,40.8%,4.4%,8.0,14.0,9.0,11.1
1987 Australian Open SF,W vs Lendl,2.2,2.1,2.3,52.7%,50.0%,66.7%,-,20.0%,6.7%,-1.0,-4.0,11.0,12.5
1984 US Open SF,L vs Lendl,3.6,3.0,4.2,49.3%,50.0%,41.7%,50.0%,45.1%,44.0%,2.5,1.6,-5.5,-4.9
1984 Wimbledon SF,L vs Mcenroe,2.5,2.6,2.4,48.1%,37.8%,40.0%,-,37.2%,28.8%,3.0,8.8,-1.5,-3.8
Career (10 matches),,3.0,2.7,3.3,50.2%,50.3%,47.0%,46.5%,40.9%,27.7%,-1.2,-1.5,2.7,3.3
