Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
1992 Wimbledon R64,L vs Mcenroe,27% (7/26),29% (2/7),0/6,32% (8/25),25% (2/8),0/2,0/1,4/4,0/0,0/0
1988 Australian Open F,L vs Wilander,24% (6/25),67% (4/6),1/7,42% (11/26),27% (3/11),4/4,1/1,3/4,0/0,0/0
1988 Australian Open SF,W vs Lendl,36% (8/22),63% (5/8),0/3,36% (8/22),63% (5/8),2/2,0/0,2/2,0/0,0/0
1987 Wimbledon F,W vs Lendl,44% (7/16),57% (4/7),0/1,6% (1/16),0% (0/1),4/4,2/2,2/2,1/1,0/0
1987 Wimbledon SF,W vs Connors,46% (6/13),83% (5/6),1/1,14% (2/14),50% (1/2),2/3,1/2,0/0,1/1,0/0
1987 Australian Open F,L vs Edberg,32% (8/25),63% (5/8),2/6,38% (9/24),33% (3/9),5/5,2/4,2/2,0/0,1/1
1984 US Open SF,L vs Lendl,19% (5/26),60% (3/5),0/3,23% (6/26),33% (2/6),1/3,1/2,3/3,0/1,1/1
1992 (1 matches),,26.9%,28.6%,0.0%,32.0%,25.0%,0.0%,0.0%,100.0%,-,-
1988 (2 matches),,29.8%,64.3%,10.0%,39.6%,42.1%,100.0%,100.0%,83.3%,-,-
1987 (3 matches),,38.9%,66.7%,37.5%,22.2%,33.3%,91.7%,62.5%,100.0%,100.0%,100.0%
1984 (1 matches),,19.2%,60.0%,0.0%,23.1%,33.3%,33.3%,50.0%,100.0%,0.0%,100.0%
Career (7 matches),,30.7%,59.6%,14.8%,29.4%,35.6%,78.3%,58.3%,94.1%,66.7%,100.0%
