Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,127,74,53,58.3%,169-126,57.3%,1448-1265,53.4%,33-29,53.2%,24,74.1%,19.0%,6.3%,4.6%,57.9%,69.7%,48.2%,60.6%,35.1%,48.5%,0.89
Clay,50,20,30,40.0%,52-70,42.6%,540-595,47.6%,11-11,50.0%,5,64.5%,10.9%,5.0%,6.6%,48.7%,71.4%,40.6%,55.6%,32.1%,44.4%,0.72
Grass,136,99,37,72.8%,247-106,70.0%,1931-1433,57.4%,31-29,51.7%,15,82.8%,20.2%,6.9%,4.1%,58.0%,73.8%,50.6%,64.1%,36.4%,50.5%,1.01
Carpet,74,45,29,60.8%,90-64,58.4%,766-694,52.5%,20-15,57.1%,14,76.7%,14.5%,8.5%,4.2%,62.2%,72.8%,45.9%,62.7%,34.0%,48.7%,0.91
Grand Slams,101,68,33,67.3%,205-111,64.9%,1617-1292,55.6%,32-27,54.2%,14,78.6%,15.0%,6.0%,4.6%,59.5%,71.3%,48.8%,62.2%,33.3%,48.3%,0.88
Masters,30,12,18,40.0%,25-34,42.4%,254-274,48.1%,4-7,36.4%,2,55.0%,10.0%,5.0%,8.6%,41.7%,70.7%,35.8%,50.4%,29.6%,41.3%,0.60
Other Tours,226,135,91,59.7%,264-191,58.0%,2271-1999,53.2%,59-49,54.6%,42,75.8%,19.4%,7.4%,4.4%,58.0%,71.9%,47.6%,61.7%,36.1%,49.3%,0.94
Best of 5,124,84,40,67.7%,255-143,64.1%,2077-1664,55.5%,33-30,52.4%,14,78.6%,15.0%,6.0%,4.6%,59.5%,71.3%,48.8%,62.2%,33.3%,48.3%,0.88
Best of 3,263,154,109,58.6%,303-223,57.6%,2608-2323,52.9%,62-54,53.4%,44,74.9%,19.0%,7.3%,4.6%,57.3%,71.9%,46.9%,61.2%,35.9%,48.9%,0.92
Finals,12,6,6,50.0%,15-17,46.9%,146-149,49.5%,4-1,80.0%,0,,,,,,,,,,,
Semi-finals,23,11,12,47.8%,21-25,45.7%,214-221,49.2%,10-7,58.8%,0,,,,,,,,,,,
Quarter-finals,47,22,25,46.8%,47-52,47.5%,455-459,49.8%,14-16,46.7%,6,64.6%,7.9%,5.9%,3.3%,58.7%,68.0%,43.2%,57.7%,29.5%,44.7%,0.70
vs Righties,326,200,126,61.3%,465-309,60.1%,3914-3347,53.9%,83-65,56.1%,49,76.1%,18.5%,6.7%,4.8%,57.6%,71.3%,48.0%,61.4%,35.5%,48.9%,0.92
vs Lefties,60,37,23,61.7%,92-57,61.7%,765-638,54.5%,11-19,36.7%,9,77.0%,12.4%,7.6%,3.6%,60.4%,73.5%,45.3%,62.3%,32.1%,47.7%,0.85
vs Top 10,53,16,37,30.2%,50-83,37.6%,605-711,46.0%,12-24,33.3%,7,68.6%,13.9%,4.9%,3.2%,61.4%,64.2%,48.4%,58.1%,33.7%,46.7%,0.81
