Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Doha R16,L vs Swiatek,46% (6/13),67% (4/6),2/7,77% (10/13),20% (2/10),3/4,1/1,1/2,0/0,0/1
2026 Adelaide R16,L vs Cristian,63% (5/8),80% (4/5),3/6,100% (8/8),0% (0/8),0/4,0/0,0/2,0/0,0/1
2026 Brisbane R64,L vs Potapova,38% (6/16),67% (4/6),1/3,50% (8/16),38% (3/8),3/4,1/1,2/4,0/0,1/2
2025 US Open R32,L vs Osaka,38% (5/13),80% (4/5),2/6,67% (8/12),13% (1/8),2/4,1/1,1/2,0/0,1/1
2025 Queen's Club R32,L vs Kartal,46% (6/13),33% (2/6),1/4,42% (5/12),20% (1/5),1/2,1/1,2/2,0/0,1/1
2025 Roland Garros R16,L vs Andreeva,36% (4/11),50% (2/4),0/4,50% (5/10),20% (1/5),1/2,0/1,0/0,0/0,0/0
2025 Charleston R16,L vs Kenin,45% (5/11),60% (3/5),2/4,40% (4/10),0% (0/4),1/3,0/0,2/2,0/0,1/1
2025 Miami R64,L vs Baptiste,50% (8/16),50% (4/8),2/4,40% (6/15),33% (2/6),3/3,0/0,1/1,0/0,0/0
2025 Indian Wells R32,L vs Samsonova,54% (7/13),71% (5/7),2/6,58% (7/12),14% (1/7),2/5,1/1,0/0,0/0,0/0
2025 Doha R16,L vs Pegula,30% (3/10),67% (2/3),1/3,55% (6/11),17% (1/6),2/2,0/1,0/2,0/0,0/1
2025 Doha R32,W vs Avanesyan,67% (6/9),83% (5/6),1/1,50% (4/8),75% (3/4),4/4,1/1,0/0,0/0,0/0
2025 Australian Open R16,L vs Navarro,53% (9/17),89% (8/9),3/7,76% (13/17),31% (4/13),4/8,1/1,2/4,0/0,2/3
2025 Australian Open R32,W vs Putintseva,60% (6/10),100% (6/6),1/2,22% (2/9),0% (0/2),4/5,1/2,1/1,0/1,0/0
2025 Australian Open R64,W vs Wang,86% (6/7),83% (5/6),0/0,57% (4/7),100% (4/4),3/3,0/0,0/0,0/0,0/0
2025 Australian Open R128,W vs Tomova,63% (5/8),100% (5/5),1/1,25% (2/8),50% (1/2),4/4,1/1,0/0,1/1,0/0
2025 Adelaide R16,W vs Jones,64% (7/11),86% (6/7),2/3,50% (5/10),40% (2/5),4/5,1/3,0/0,0/0,0/0
2025 Adelaide R32,W vs Gadecki,67% (6/9),83% (5/6),1/1,38% (3/8),67% (2/3),3/4,1/1,0/0,0/0,0/0
2024 Riyadh Finals RR,L vs Swiatek,0% (0/7),- (0/0),0/5,83% (5/6),0% (0/5),0/0,0/0,1/1,0/0,0/0
2024 Ningbo F,W vs Andreeva,54% (7/13),100% (7/7),0/3,38% (5/13),20% (1/5),6/7,2/2,0/1,1/1,0/0
2024 Wuhan R16,L vs Linette,22% (2/9),100% (2/2),2/4,63% (5/8),0% (0/5),1/2,0/0,1/2,0/0,1/1
2026 (3 matches),,45.9%,70.6%,37.5%,70.3%,19.2%,50.0%,100.0%,37.5%,-,25.0%
2025 (14 matches),,52.5%,74.7%,41.3%,49.7%,31.1%,70.4%,64.3%,64.3%,50.0%,71.4%
2024 (23 matches),,47.2%,76.7%,28.1%,54.0%,23.6%,62.5%,87.5%,63.6%,100.0%,75.0%
2023 (19 matches),,51.7%,83.7%,40.0%,56.6%,14.4%,58.7%,35.3%,38.1%,25.0%,45.5%
2022 (18 matches),,55.3%,74.5%,47.6%,57.2%,13.5%,51.2%,63.2%,47.8%,66.7%,50.0%
Career (318 matches),,53.1%,80.5%,40.7%,50.5%,21.6%,62.0%,65.8%,53.6%,67.9%,53.2%
