Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,21,10,11,47.6%,4,0,4,0.0%,2016,2026,R16,21,1.03,3.1%,6.9%,66.2%,61.1%,41.4%,54.4%,46.8%,51.2%,51.5%
Roland Garros,10,Clay,34,24,10,70.6%,5,3,2,60.0%,2016,2025,SF,34,1.12,1.7%,4.8%,72.3%,61.1%,41.5%,55.7%,49.6%,52.4%,49.7%
Wimbledon,8,Grass,22,14,8,63.6%,3,1,2,33.3%,2016,2025,QF,22,1.12,2.7%,7.8%,64.2%,64.3%,44.8%,57.4%,47.9%,56.0%,58.1%
US Open,11,Hard,28,16,12,57.1%,4,0,4,0.0%,2015,2025,R16,23,0.99,2.5%,7.8%,66.7%,60.3%,38.0%,52.9%,46.9%,50.0%,53.2%
Olympics,1,,4,3,1,75.0%,1,1,0,100.0%,2016,2016,QF,4,1.07,2.2%,2.6%,63.3%,60.4%,41.8%,53.6%,49.8%,57.9%,65.6%
Fed Cup,3,,4,3,1,75.0%,0,0,0,-,2016,2019,,4,1.19,2.0%,6.0%,64.3%,63.7%,46.7%,57.7%,50.4%,54.5%,49.0%
Dubai,10,Hard,17,7,10,41.2%,4,3,1,75.0%,2026,2026,F,16,0.96,1.8%,7.0%,67.8%,56.9%,45.8%,53.3%,44.7%,53.1%,45.5%
Doha,9,Hard,21,12,9,57.1%,6,1,5,16.7%,2016,2026,QF,21,1.02,1.8%,5.1%,68.9%,58.9%,42.3%,53.7%,47.3%,51.0%,42.9%
Abu Dhabi,5,Hard,11,6,5,54.5%,2,1,1,50.0%,2021,2026,F,11,0.94,1.0%,6.2%,71.4%,58.9%,43.8%,54.6%,42.6%,54.5%,47.0%
Adelaide,4,Hard,11,7,4,63.6%,1,1,0,100.0%,2020,2026,F,11,1.02,2.9%,7.2%,66.7%,61.1%,37.9%,53.4%,47.8%,56.3%,50.5%
Brisbane,4,Hard,10,4,6,40.0%,3,1,2,33.3%,2017,2026,QF,10,1.01,3.7%,7.7%,59.5%,62.9%,41.8%,54.3%,45.9%,61.0%,41.5%
Beijing,7,Hard,16,9,7,56.3%,6,3,3,50.0%,2016,2025,QF,16,0.98,1.0%,6.3%,70.5%,56.1%,43.3%,52.4%,46.8%,45.1%,46.6%
