Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Doha R16,L vs Swiatek,0.0%,-,6.6%,41.7%,17.0%,27.8%,0.0%,6.2%,15.4%,0.3%,0.0%,-59,-48
2026 Adelaide R16,L vs Cristian,0.0%,-,4.1%,60.0%,10.8%,7.0%,50.0%,7.1%,11.8%,0.0%,-,-12,-8
2026 Brisbane R64,L vs Potapova,0.0%,-,4.1%,88.9%,23.0%,33.3%,0.0%,16.5%,46.2%,0.0%,-,-2,61
2025 US Open R32,L vs Osaka,0.0%,-,0.7%,100.0%,15.1%,25.9%,0.0%,7.7%,50.0%,0.0%,-,-71,11
2025 Queens Club R32,L vs Kartal,0.0%,-,5.6%,60.0%,13.3%,14.5%,0.0%,5.8%,25.0%,0.5%,0.0%,-44,-50
2025 Roland Garros R16,L vs Andreeva,0.0%,-,14.0%,57.9%,11.6%,18.8%,25.0%,4.2%,10.0%,0.0%,-,-64,-66
2025 Charleston R16,L vs Kenin,0.0%,-,2.0%,66.7%,4.6%,0.0%,0.0%,13.7%,28.6%,0.4%,100.0%,-80,-39
2025 Miami R64,L vs Baptiste,0.0%,-,4.5%,66.7%,12.5%,12.8%,0.0%,14.3%,53.3%,0.0%,-,-67,-23
2025 Indian Wells R32,L vs Samsonova,0.0%,-,3.2%,40.0%,11.3%,23.1%,0.0%,5.3%,27.3%,0.4%,0.0%,-136,-97
2025 Doha R16,L vs Pegula,0.0%,-,5.9%,44.4%,9.0%,11.1%,0.0%,14.5%,46.2%,0.3%,0.0%,-97,-61
2025 Doha R32,W vs Avanesyan,0.0%,-,7.3%,50.0%,9.7%,17.6%,33.3%,8.3%,29.2%,0.0%,-,-108,-96
2025 Australian Open R16,L vs Navarro,0.0%,-,9.9%,70.8%,10.7%,11.1%,33.3%,9.0%,21.1%,0.5%,0.0%,-17,-17
2025 Australian Open R32,W vs Putintseva,0.0%,-,5.4%,83.3%,15.3%,21.1%,0.0%,8.9%,15.4%,0.0%,-,-60,-37
2025 Australian Open R64,W vs Wang,0.0%,-,4.8%,100.0%,8.2%,13.5%,0.0%,4.1%,25.0%,0.0%,-,-127,-75
2025 Australian Open R128,W vs Tomova,0.0%,-,5.0%,40.0%,16.3%,18.9%,0.0%,12.5%,25.8%,0.0%,-,-9,-20
2025 Adelaide R16,W vs Jones,0.0%,-,7.9%,72.7%,15.0%,25.6%,100.0%,10.5%,41.7%,0.0%,-,-43,-29
2025 Adelaide R32,W vs Gadecki,0.0%,-,4.8%,66.7%,16.7%,28.1%,0.0%,14.3%,33.3%,0.0%,-,-49,-12
2024 Riyadh Finals RR,L vs Swiatek,0.0%,-,1.4%,100.0%,2.9%,6.7%,0.0%,3.7%,0.0%,0.0%,-,-20,-8
2024 Ningbo F,W vs Andreeva,0.0%,-,7.7%,75.0%,7.3%,8.6%,33.3%,4.6%,8.6%,0.0%,-,-106,-97
2024 Wuhan R16,L vs Linette,0.0%,-,2.0%,100.0%,5.6%,2.9%,33.3%,14.9%,25.0%,0.0%,-,-107,-51
Last 52 Weeks (7 matches),,0.0%,-,5.2%,61.0%,13.7%,18.0%,15.0%,8.1%,21.0%,0.2%,25.0%,-47,-22
Career (128 matches),,0.0%,50.0%,5.1%,68.8%,10.5%,14.9%,12.0%,6.8%,20.8%,0.6%,31.6%,-75,-58
