Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Doha R16,L vs Swiatek,17.8%,22.2%,35.7%,19.7%,26.2%,44.9%,58.6%,37.5%,40.0%,16.0%,16.0%,14.3%,69.2%,25.0%,33.3%,40
2026 Adelaide R16,L vs Cristian,4.6%,4.6%,37.7%,7.1%,7.1%,35.9%,46.7%,14.8%,16.7%,0.0%,0.0%,42.9%,40.0%,0.0%,0.0%,-119
2026 Brisbane R64,L vs Potapova,25.9%,38.4%,47.8%,29.7%,43.8%,51.1%,61.5%,10.5%,14.3%,31.3%,46.9%,40.9%,62.5%,18.8%,50.0%,121
2025 US Open R32,L vs Osaka,17.1%,22.9%,46.5%,25.0%,36.1%,51.9%,16.7%,25.0%,0.0%,15.8%,15.8%,37.5%,46.2%,0.0%,0.0%,-14
2025 Queens Club R32,L vs Kartal,13.1%,26.2%,52.9%,14.5%,30.9%,55.3%,64.3%,40.7%,20.0%,12.5%,20.8%,47.6%,75.0%,33.3%,0.0%,0
2025 Roland Garros R16,L vs Andreeva,14.3%,14.3%,48.1%,14.0%,14.0%,46.5%,30.8%,41.7%,60.0%,18.2%,18.2%,55.6%,66.7%,37.5%,100.0%,58
2025 Charleston R16,L vs Kenin,21.2%,25.8%,51.1%,30.8%,35.9%,55.6%,31.6%,10.0%,100.0%,9.1%,13.6%,45.0%,42.9%,20.0%,25.0%,-33
2025 Miami R64,L vs Baptiste,26.7%,36.7%,53.3%,25.0%,36.8%,56.9%,57.1%,33.3%,25.0%,43.8%,50.0%,33.3%,50.0%,40.0%,0.0%,225
2025 Indian Wells R32,L vs Samsonova,21.4%,30.0%,40.0%,28.9%,42.2%,50.0%,20.0%,20.0%,20.0%,10.0%,10.0%,22.2%,18.2%,44.4%,-,-27
2025 Doha R16,L vs Pegula,23.0%,33.8%,42.6%,27.1%,37.5%,42.9%,50.0%,23.1%,0.0%,17.4%,30.4%,42.1%,53.8%,50.0%,50.0%,35
2025 Doha R32,W vs Avanesyan,13.4%,17.9%,57.4%,14.6%,20.8%,61.0%,56.5%,24.0%,66.7%,13.3%,13.3%,46.2%,28.6%,25.0%,0.0%,2
2025 Australian Open R16,L vs Navarro,12.6%,20.0%,43.1%,16.2%,26.3%,49.4%,34.8%,22.6%,18.8%,3.7%,3.7%,23.1%,41.2%,10.0%,0.0%,-87
2025 Australian Open R32,W vs Putintseva,12.7%,16.4%,65.9%,10.8%,16.2%,60.6%,68.8%,19.0%,0.0%,27.3%,27.3%,87.5%,50.0%,60.0%,-,73
2025 Australian Open R64,W vs Wang,29.6%,31.5%,55.6%,29.4%,32.4%,45.8%,60.0%,42.9%,0.0%,33.3%,33.3%,75.0%,83.3%,41.7%,40.0%,17
2025 Australian Open R128,W vs Tomova,13.5%,23.1%,64.4%,17.6%,32.4%,67.9%,55.6%,25.0%,100.0%,5.6%,5.6%,58.8%,50.0%,10.0%,0.0%,-104
2025 Adelaide R16,W vs Jones,23.6%,34.7%,44.2%,27.1%,39.6%,42.9%,57.1%,22.2%,42.9%,19.0%,28.6%,47.1%,63.6%,30.0%,-,47
2025 Adelaide R32,W vs Gadecki,31.6%,35.1%,51.4%,34.8%,39.1%,53.3%,56.5%,30.4%,33.3%,22.2%,22.2%,42.9%,33.3%,50.0%,0.0%,90
2024 Riyadh Finals RR,L vs Swiatek,22.9%,22.9%,16.7%,25.0%,25.0%,8.3%,37.5%,12.5%,25.0%,25.0%,25.0%,25.0%,28.6%,33.3%,0.0%,87
2024 Ningbo F,W vs Andreeva,12.0%,14.7%,59.7%,12.7%,16.4%,60.4%,44.4%,25.0%,33.3%,12.5%,12.5%,57.1%,62.5%,37.5%,0.0%,-4
2024 Wuhan R16,L vs Linette,22.2%,26.7%,36.7%,18.5%,22.2%,40.9%,50.0%,38.5%,0.0%,38.5%,46.2%,25.0%,28.6%,50.0%,100.0%,201
Last 52 Weeks (7 matches),,17.1%,23.6%,45.5%,20.2%,28.2%,48.4%,47.7%,25.5%,27.9%,16.3%,21.8%,39.0%,58.1%,21.9%,31.6%,18
Career (128 matches),,17.9%,23.5%,45.6%,19.7%,26.6%,47.8%,47.9%,43.3%,41.7%,17.5%,20.9%,39.8%,36.2%,49.2%,44.4%,43
