Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2017 Moscow Q2,L vs Rodionova,0.93,0.66,51.2,2.1,5.1%,53.8%,0.0%,50.0%,24.1%,44.4%
2017 Birmingham Q1,L vs Soylu,0.89,0.63,58.1,2.7,0.0%,56.4%,0.0%,63.9%,34.4%,21.4%
2017 Rabat Q1,L vs Lemoine,0.95,0.62,42.9,2.1,3.2%,54.8%,0.0%,35.5%,37.5%,34.8%
2017 Biel Q1,L vs Gjorcheska,1.06,0.77,58.1,2.2,0.0%,55.6%,2.4%,50.0%,38.9%,29.0%
2016 Tianjin Q1,L vs Hradecka,0.93,0.68,45.6,2.6,2.9%,48.6%,0.0%,50.0%,31.0%,42.9%
2016 Tokyo Q2,L vs Wongteanchai,1.01,0.61,53.2,2.3,6.4%,46.8%,2.2%,60.9%,32.1%,23.1%
2016 Tokyo Q1,W vs Lottner,1.10,3.01,34.1,2.0,9.1%,86.4%,15.8%,73.7%,58.3%,47.6%
2016 Japan Open Tokyo Q1,L vs Shimizu,0.92,0.79,55.6,2.1,5.1%,51.3%,5.7%,48.6%,42.9%,42.6%
2016 US Open Q2,L vs Townsend,1.12,0.44,41.5,2.1,0.0%,48.3%,0.0%,42.9%,30.0%,11.8%
2016 US Open Q1,W vs Leykina,0.99,1.35,49.5,2.0,0.0%,60.6%,0.0%,61.3%,50.0%,56.8%
2016 Florianopolis R16,L vs Puig,0.89,0.48,40.9,2.0,0.0%,63.0%,7.7%,42.3%,32.0%,18.2%
2016 Florianopolis R32,W vs Haddad Maia,1.08,1.26,59.1,11.3,0.0%,66.0%,4.8%,61.9%,40.9%,43.6%
2016 Stanford Q1,L vs Beygelzimer,0.90,0.65,39.9,2.0,0.0%,32.3%,0.0%,44.4%,43.3%,46.4%
2016 Wimbledon Q1,L vs Townsend,0.83,0.61,56.0,2.3,0.0%,55.2%,3.7%,74.1%,29.6%,23.1%
2016 Eastbourne Q2,L vs Lucic,1.19,0.59,41.5,2.2,0.0%,23.8%,5.9%,17.6%,34.6%,44.0%
2016 Eastbourne Q1,W vs Gibbs,1.10,1.35,61.6,3.3,0.0%,68.6%,0.0%,50.0%,42.4%,56.7%
2016 Birmingham Q2,L vs Tatishvili,0.90,0.75,58.6,2.6,7.5%,55.0%,8.3%,61.1%,39.5%,30.6%
2016 Birmingham Q1,W vs Chirico,1.07,1.11,100.5,12.0,10.3%,58.8%,9.7%,61.3%,43.4%,39.1%
2016 Nottingham Q2,L vs Boulter,0.94,0.81,60.3,2.2,5.0%,52.5%,7.7%,61.5%,30.2%,43.9%
2016 Nottingham Q1,W vs Kuwata,1.11,1.26,59.6,6.6,14.3%,59.2%,15.6%,57.8%,43.9%,50.0%
2017 (4 matches),,0.96,0.67,53.2,2.2,1.9%,55.2%,0.7%,50.3%,33.9%,32.1%
2016 (20 matches),,1.00,0.90,57.6,2.6,4.8%,54.7%,5.4%,55.5%,40.3%,41.0%
2015 (23 matches),,1.02,1.13,51.0,2.4,3.6%,60.2%,3.3%,56.6%,44.9%,47.4%
2014 (9 matches),,0.97,0.75,54.5,2.8,0.4%,46.8%,1.3%,48.2%,39.6%,41.9%
2013 (23 matches),,0.99,0.93,56.0,2.7,2.0%,55.1%,1.1%,49.3%,43.5%,46.0%
Career (91 matches),,1.00,0.93,55.4,2.6,3.1%,54.9%,2.9%,52.7%,42.4%,43.9%
