Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2015,3,2,1,66.7%,5-3,62.5%,35-36,49.3%,0-0,-,0,,,,,,,,,,,,QF (New Delhi $25K)
2014,17,6,11,35.3%,15-23,39.5%,153-176,46.5%,1-3,25.0%,0,,,,,,,,,,,,SF (New Delhi 25K)
2013,32,20,12,62.5%,42-27,60.9%,348-293,54.3%,7-2,77.8%,0,,,,,,,,,,,,F (2x)
2012,27,14,13,51.9%,32-30,51.6%,279-290,49.0%,4-3,57.1%,0,,,,,,,,,,,,F (Casablanca 25K)
2011,20,7,13,35.0%,17-28,37.8%,198-219,47.5%,1-1,50.0%,0,,,,,,,,,,,,SF (Tyumen 50K)
2010,13,6,7,46.2%,14-16,46.7%,139-140,49.8%,1-0,100.0%,0,,,,,,,,,,,,QF (Tokyo 100K)
2009,11,6,5,54.5%,14-10,58.3%,124-105,54.1%,1-3,25.0%,0,,,,,,,,,,,,F (Tokyo 100K)
2008,4,1,3,25.0%,3-6,33.3%,37-53,41.1%,2-0,100.0%,0,,,,,,,,,,,,QF (Ortisei 100K)
2007,17,12,5,70.6%,25-14,64.1%,202-163,55.3%,2-0,100.0%,0,,,,,,,,,,,,F (2x)
2006,8,4,4,50.0%,8-9,47.1%,75-74,50.3%,1-0,100.0%,0,,,,,,,,,,,,SF (Belfort 25K)
2005,11,7,4,63.6%,15-9,62.5%,116-84,58.0%,0-0,-,0,,,,,,,,,,,,W (Bromma 25K)
2004,12,8,4,66.7%,18-11,62.1%,147-121,54.9%,1-0,100.0%,0,,,,,,,,,,,,W (Minsk 25K)
2003,20,14,6,70.0%,30-17,63.8%,235-175,57.3%,2-3,40.0%,0,,,,,,,,,,,,W (Elektrostal 10K)
2002,1,0,1,0.0%,1-2,33.3%,12-13,48.0%,0-0,-,0,,,,,,,,,,,,R32 (Kiev 10K)
Career,196,107,89,54.6%,239-205,53.8%,2100-1942,52.0%,23-15,60.5%,0,,,,,,,,,,,,
