Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2016,2,1,1,50.0%,2-3,40.0%,22-24,47.8%,0-0,-,2,69.6%,26.1%,2.8%,8.5%,56.3%,63.7%,54.8%,59.9%,36.2%,48.5%,0.90,R16 (Florianopolis)
2015,7,2,5,28.6%,3-11,21.4%,47-76,38.2%,0-0,-,5,68.0%,28.0%,3.8%,10.1%,63.6%,64.8%,60.6%,63.3%,39.6%,50.8%,1.08,R16 (2x)
2014,6,1,5,16.7%,3-10,23.1%,44-72,37.9%,0-1,0.0%,5,-,-,1.3%,9.7%,65.8%,54.4%,34.9%,47.7%,44.4%,46.0%,0.85,R16 (Quebec City)
2013,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,-,-,0.0%,10.9%,59.4%,44.7%,30.8%,39.1%,45.8%,42.3%,0.75,R64 (Toronto)
2012,1,0,1,0.0%,1-2,33.3%,15-14,51.7%,0-1,0.0%,1,-,-,0.9%,7.9%,57.0%,63.1%,30.6%,49.1%,48.1%,48.6%,0.94,R32 (Baku)
2011,8,2,6,25.0%,5-13,27.8%,67-98,40.6%,3-0,100.0%,5,-,-,3.6%,7.1%,60.4%,61.5%,38.6%,52.5%,39.4%,46.2%,0.83,R16 (Budapest)
2010,13,4,9,30.8%,9-18,33.3%,103-140,42.4%,2-2,50.0%,10,-,-,2.6%,5.3%,61.9%,61.9%,42.2%,54.4%,42.3%,48.3%,0.93,R16 (4x)
2009,9,3,6,33.3%,7-13,35.0%,76-98,43.7%,0-0,-,6,-,-,3.2%,5.1%,62.8%,56.2%,39.9%,50.1%,44.7%,47.3%,0.90,QF (Guangzhou)
2008,25,8,17,32.0%,22-37,37.3%,234-309,43.1%,3-1,75.0%,22,-,-,2.8%,6.3%,56.9%,59.1%,42.3%,51.9%,42.4%,47.2%,0.88,QF (2x)
2007,14,5,9,35.7%,12-19,38.7%,127-160,44.3%,1-0,100.0%,5,-,-,2.6%,7.9%,56.0%,58.9%,42.3%,51.6%,41.5%,46.7%,0.86,SF (Bangalore)
2006,18,6,12,33.3%,12-27,30.8%,145-208,41.1%,1-0,100.0%,8,-,-,2.7%,10.1%,54.9%,63.4%,39.8%,52.8%,40.7%,47.0%,0.86,QF (Antwerp)
2005,10,4,6,40.0%,8-12,40.0%,76-96,44.2%,1-1,50.0%,0,,,,,,,,,,,,R16 (3x)
2004,3,2,1,66.7%,4-4,50.0%,35-35,50.0%,1-0,100.0%,0,,,,,,,,,,,,QF (Tashkent)
Career,117,38,79,32.5%,88-171,34.0%,996-1342,42.6%,12-6,66.7%,70,68.5%,27.4%,2.7%,7.3%,58.9%,59.9%,42.0%,52.6%,42.1%,47.4%,0.89,
