Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Hard,4,3,1,75.0%,3,2,1,66.7%,2023,2023,R128,4,1.24,11.1%,1.9%,55.9%,80.7%,55.9%,69.8%,37.4%,58.8%,27.0%
Roland Garros,1,Clay,2,1,1,50.0%,1,0,1,0.0%,2023,2023,Q2,2,1.01,1.1%,3.8%,59.3%,67.6%,44.6%,58.2%,42.2%,63.6%,32.1%
Wimbledon,1,Grass,1,0,1,0.0%,0,0,0,-,2023,2023,Q1,1,1.12,7.5%,3.8%,54.7%,75.9%,62.5%,69.8%,33.8%,40.0%,50.0%
US Open,1,Hard,1,0,1,0.0%,0,0,0,-,2023,2023,Q1,1,0.81,1.8%,5.4%,58.9%,72.7%,60.9%,67.9%,26.2%,50.0%,0.0%
Davis Cup,4,,6,3,3,50.0%,2,1,1,50.0%,2023,2026,,1,0.80,3.5%,3.5%,57.0%,61.5%,49.0%,56.1%,35.2%,50.0%,66.7%
