Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
14-Apr-2025,M15 Antalya,Clay,F,475,644,Alex Molcan [SVK] d. Krutykh,6-1 3-6 6-4,0.88,4.2%,2.8%,71.8%,54.9%,30.0%,1/8,2:07
31-Mar-2025,M25 Antalya,Clay,F,535,555,Krutykh d. Sergey Fomin [UZB],7-6(4) 3-6 7-5,1.08,5.1%,3.1%,60.2%,69.5%,43.6%,4/9,2:55
09-Dec-2024,M15 Antalya,Clay,F,571,538,Svyatoslav Gulin [RUS] d. Krutykh,7-6(3) 6-4,,,,,,,,
21-Nov-2022,Valencia CH,Clay,F,252,200,(Alt) Krutykh d. Luca Van Assche [FRA],6-2 6-0,2.01,7.0%,4.7%,53.5%,69.6%,60.0%,2/3,0:58
22-Aug-2022,Prague CH,Clay,F,271,383,(2) Krutykh d. Lucas Gerch [GER],6-3 6-7(2) 6-2,1.10,1.9%,1.9%,71.8%,66.2%,48.3%,6/9,2:20
14-Mar-2022,M25 Antalya,Clay,F,417,429,(7) Krutykh d. (8) Billy Harris [GBR],6-4 4-6 6-2,,,,,,,,
07-Mar-2022,M25 Antalya,Clay,F,417,280,(1) Nerman Fatic [BIH] d. (5) Krutykh,7-6(4) 6-4,,,,,,,,
24-May-2021,M15 Novomoskovsk,Clay,F,534,560,(5) Krutykh d. (6) Jose Fco Vidal Azorin [ESP],7-6(3) 7-5,,,,,,,,
22-Feb-2021,M15 Antalya,Clay,F,559,373,(3) Raul Brancaccio [ITA] d. Krutykh,6-4 6-4,,,,,,,,
31-Aug-2020,M15 Novomoskovsk,Clay,F,589,457,(3) Bogdan Bobrov [RUS] d. (6) Krutykh,6-3 6-3,,,,,,,,
