Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2023 Australian Open R128,L vs Schwartzman,0.90,0.84,50.4,2.2,8.5%,64.8%,4.4%,60.3%,37.2%,32.4%
2022 Valencia CH F,W vs Van Assche,0.95,1.91,39.8,2.1,4.3%,60.9%,5.0%,70.0%,57.9%,83.3%
2019 M15 Targu Mures R32,L vs Borza,0.82,0.88,32.8,7.6,-,67.9%,-,64.3%,40.7%,30.9%
2019 M15 Chitila QF,L vs Juarez,1.08,0.91,89.3,2.8,-,49.2%,-,52.8%,36.4%,47.1%
2019 M15 Piestany R32,W vs Niculescu,1.09,2.34,31.2,2.1,-,82.6%,-,61.9%,58.3%,59.1%
2019 M15 Irpin R32,W vs Tsivadze,1.10,1.46,39.7,4.0,-,67.6%,-,66.7%,36.6%,51.3%
2019 M15 Opatija R16,L vs Chazal,0.80,0.34,24.2,2.0,0.0%,25.0%,0.0%,33.3%,34.6%,26.1%
2019 M15 Opatija R32,W vs Jirousek,1.19,1.76,37.1,3.9,9.4%,75.0%,0.0%,44.8%,46.2%,70.8%
2019 M15 Rovinj R16,L vs Basso,0.85,0.85,79.0,6.3,1.9%,54.7%,0.0%,59.2%,38.5%,47.6%
2019 M15 Rovinj R32,W vs Basic,1.09,1.80,38.5,2.0,0.0%,69.2%,0.0%,58.3%,80.8%,34.8%
2019 M15 Sharm El Sheikh R32,L vs Dalla Valle,0.79,0.59,39.6,2.1,0.0%,60.0%,3.3%,53.3%,37.9%,25.9%
2019 M15 Sharm El Sheikh R16,L vs Rinderknech,0.98,0.77,60.7,2.8,5.6%,52.8%,0.0%,54.5%,25.6%,48.6%
2019 M15 Sharm El Sheikh R32,W vs Hsu,1.29,1.55,42.6,2.2,9.1%,54.5%,3.2%,71.0%,31.3%,60.0%
2023 (1 matches),,0.90,0.84,50.4,2.2,8.5%,64.8%,4.4%,60.3%,37.2%,32.4%
2022 (1 matches),,0.95,1.91,39.8,2.1,4.3%,60.9%,5.0%,70.0%,57.9%,83.3%
2019 (11 matches),,0.99,1.03,52.1,2.8,2.3%,60.1%,0.6%,57.5%,40.5%,45.2%
Career (13 matches),,0.98,1.03,51.3,2.7,3.3%,60.8%,1.3%,58.5%,40.7%,44.6%
