Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2016 Pelham AL $25K R32,L vs Kudryavtseva,40% (2/5),0% (0/1),0/0,0/0,50% (5/10),0/2,0/1,- (0/0),- (0/0)
2015 Florence SC $25K R32,L vs Thompson,71% (5/7),100% (1/1),0/0,0/0,20% (1/5),0/2,0/1,- (0/0),- (0/0)
2015 Albuquerque NM $75K R32,L vs Vickery,50% (4/8),33% (1/3),0/0,0/0,43% (3/7),1/3,0/1,- (0/0),- (0/0)
2015 Sumter SC $25K R32,L vs Weinhold,50% (2/4),40% (2/5),0/0,0/0,33% (3/9),0/2,0/1,- (0/0),- (0/0)
2014 El Paso TX 25K R32,L vs Halbauer,38% (3/8),45% (5/11),0/0,0/0,46% (6/13),0/2,0/1,- (0/0),- (0/0)
2014 Indian Harbour Beach FL 50K R32,L vs Townsend,75% (6/8),100% (2/2),1/1,0/0,57% (8/14),1/3,1/2,- (0/0),- (0/0)
2013 Madrid 25K R16,L vs Sorribes Tormo,55% (6/11),33% (1/3),0/0,0/0,64% (7/11),4/6,4/5,- (0/0),- (0/0)
2013 Madrid 25K R32,W vs Sanesi,83% (10/12),20% (2/10),2/4,1/3,50% (1/2),0/0,0/0,83% (5/6),40% (2/5)
2013 New Braunfels TX 50K R16,L vs Chirico,40% (2/5),13% (1/8),0/0,0/0,29% (2/7),1/3,0/1,- (0/0),- (0/0)
2013 Florence SC 25K R16,L vs Makarova,40% (4/10),40% (6/15),1/5,0/0,50% (10/20),2/4,2/3,67% (4/6),50% (3/6)
2013 Rock Hill SC 25K R32,L vs Elie,33% (2/6),33% (2/6),0/0,0/0,25% (2/8),1/3,1/2,- (0/0),- (0/0)
2013 Quebec City Q2,L vs Karatantcheva,63% (5/8),33% (1/3),0/0,0/0,67% (8/12),2/4,2/3,- (0/0),- (0/0)
2013 Quebec City Q1,W vs Muhammed,63% (10/16),25% (2/8),2/5,1/4,50% (1/2),1/1,0/0,50% (4/8),63% (5/8)
2013 Carlsbad Q2,L vs Vandeweghe,70% (7/10),33% (1/3),0/0,0/0,40% (2/5),1/3,0/1,- (0/0),- (0/0)
2013 Carlsbad Q1,W vs Fink,69% (11/16),36% (4/11),2/7,1/5,67% (4/6),2/3,0/0,- (0/0),- (0/0)
2013 Stanford Q2,L vs Puchkova,60% (3/5),0% (0/1),0/0,0/0,38% (3/8),3/5,2/3,- (0/0),- (0/0)
2013 Stanford Q1,W vs Hardebeck,64% (9/14),42% (5/12),2/3,1/1,43% (3/7),0/1,0/0,- (0/0),- (0/0)
2013 Yakima WA 50K R32,L vs Simmonds,22% (2/9),33% (1/3),0/0,0/0,55% (6/11),2/4,2/3,- (0/0),- (0/0)
2013 Sacramento CA 50K QF,L vs Brengle,40% (4/10),100% (2/2),0/0,0/0,17% (1/6),0/2,0/1,- (0/0),- (0/0)
2013 Sacramento CA 50K R16,W vs Kiick,70% (7/10),71% (5/7),2/4,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2016 (1 matches),,40.0%,0.0%,-,-,50.0%,0.0%,0.0%,-,-
2015 (3 matches),,57.9%,44.4%,-,-,33.3%,14.3%,0.0%,-,-
2014 (2 matches),,56.3%,53.8%,100.0%,-,51.9%,20.0%,33.3%,-,-
2013 (22 matches),,60.5%,44.0%,51.0%,46.2%,48.0%,51.9%,56.5%,65.0%,52.6%
2012 (4 matches),,59.2%,53.8%,66.7%,100.0%,50.0%,22.2%,25.0%,33.3%,40.0%
Career (33 matches),,59.2%,45.0%,53.4%,48.1%,47.2%,42.0%,44.4%,57.7%,50.0%
