Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,20,10,10,50.0%,9,3,6,33.3%,2005,2016,R32,14,0.96,6.2%,2.8%,65.3%,67.1%,48.7%,60.7%,37.5%,59.2%,40.0%
Roland Garros,11,Clay,19,8,11,42.1%,5,3,2,60.0%,2003,2015,R32,12,0.95,4.4%,2.2%,64.3%,66.6%,49.6%,60.5%,37.3%,58.0%,38.7%
Wimbledon,11,Grass,27,16,11,59.3%,16,9,7,56.3%,2004,2016,R32,14,0.95,4.3%,2.8%,68.0%,69.6%,50.4%,63.5%,34.6%,58.8%,38.3%
US Open,11,Hard,13,2,11,15.4%,2,1,1,50.0%,2004,2016,R64,7,0.93,3.9%,3.4%,61.0%,67.3%,49.5%,60.3%,36.8%,61.6%,39.7%
Marseille,6,Hard,20,14,6,70.0%,8,5,3,62.5%,2010,2016,QF,17,1.16,7.8%,2.9%,67.0%,74.8%,53.0%,67.6%,37.5%,61.4%,38.3%
Chennai,5,Hard,19,12,7,63.2%,7,4,3,57.1%,2007,2015,F,19,1.03,4.2%,2.5%,65.7%,70.0%,49.7%,63.0%,37.9%,61.1%,43.3%
Queen's Club,6,Grass,14,8,6,57.1%,11,5,6,45.5%,2008,2015,R16,9,0.94,7.8%,3.4%,66.3%,75.1%,47.7%,65.9%,32.2%,64.6%,34.8%
Miami Masters,6,Hard,14,7,7,50.0%,4,2,2,50.0%,2010,2016,R32,14,1.05,3.4%,2.8%,63.0%,69.6%,54.4%,64.0%,37.7%,64.4%,37.2%
Monte Carlo Masters,6,Clay,13,7,6,53.8%,4,2,2,50.0%,2010,2015,R32,13,1.04,3.4%,1.8%,65.4%,68.2%,48.3%,61.3%,40.1%,63.8%,37.9%
Montpellier,6,Hard,13,7,6,53.8%,3,2,1,66.7%,2010,2016,QF,13,1.07,7.1%,2.9%,67.1%,70.2%,54.7%,65.1%,37.3%,55.1%,40.2%
