Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2016,8,4,4,50.0%,9-10,47.4%,90-93,49.2%,1-2,33.3%,8,78.9%,20.0%,7.7%,2.0%,66.4%,69.7%,54.5%,64.6%,37.5%,50.6%,1.06,QF (Mouilleron-Le-Captif)
2015,16,10,6,62.5%,23-12,65.7%,188-150,55.6%,4-3,57.1%,16,81.7%,29.8%,6.3%,2.3%,65.2%,72.6%,50.5%,64.9%,40.4%,52.4%,1.15,F (Le Gosier)
2013,5,3,2,60.0%,5-6,45.5%,46-53,46.5%,1-0,100.0%,5,72.2%,21.2%,7.3%,3.6%,68.8%,69.6%,44.7%,61.8%,37.2%,49.7%,0.97,QF (Quimper)
2012,26,17,9,65.4%,36-22,62.1%,322-267,54.7%,5-7,41.7%,26,83.3%,26.9%,7.3%,4.0%,61.7%,73.7%,52.6%,65.7%,39.8%,52.6%,1.16,SF (3x)
2011,34,23,11,67.6%,49-26,65.3%,392-303,56.4%,5-4,55.6%,33,82.5%,30.7%,6.8%,2.9%,64.3%,72.9%,53.3%,65.9%,41.1%,53.2%,1.20,W (2x)
2010,35,23,12,65.7%,52-29,64.2%,443-353,55.7%,7-10,41.2%,34,85.8%,27.1%,6.4%,2.6%,65.7%,73.3%,54.7%,66.9%,39.9%,53.0%,1.21,W (Sarajevo)
2009,39,19,20,48.7%,43-46,48.3%,453-443,50.6%,9-9,50.0%,0,,,,,,,,,,,,SF (Cherbourg)
2008,44,21,23,47.7%,52-53,49.5%,523-519,50.2%,11-9,55.0%,0,,,,,,,,,,,,F (Mons)
2007,43,25,18,58.1%,54-46,54.0%,493-469,51.2%,8-7,53.3%,0,,,,,,,,,,,,F (Besancon)
2006,28,14,14,50.0%,28-31,47.5%,259-272,48.8%,2-2,50.0%,0,,,,,,,,,,,,F (2x)
2005,39,21,18,53.8%,44-44,50.0%,444-430,50.8%,7-9,43.8%,0,,,,,,,,,,,,W (Montauban)
2004,37,21,16,56.8%,44-41,51.8%,405-414,49.5%,11-4,73.3%,0,,,,,,,,,,,,SF (6x)
2003,17,11,6,64.7%,23-15,60.5%,197-165,54.4%,3-1,75.0%,0,,,,,,,,,,,,SF (Kiev)
Career,371,212,159,57.1%,462-381,54.8%,4255-3931,52.0%,74-67,52.5%,122,82.9%,27.6%,6.8%,2.9%,64.6%,72.8%,52.9%,65.8%,40.0%,52.6%,1.17,
