Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2016 Mouilleron-Le-Captif CH QF,L vs Paire,21% (3/14),33% (1/3),0/3,38% (5/13),40% (2/5),1/1,1/1,1/1,0/0,0/0
2016 Orleans CH R32,L vs Chiudinelli,22% (2/9),50% (1/2),0/4,50% (4/8),0% (0/4),1/1,0/0,0/0,0/0,0/0
2016 Wimbledon R64,L vs Goffin,17% (2/12),50% (1/2),0/6,54% (7/13),0% (0/7),0/1,0/0,0/1,0/0,0/1
2016 Wimbledon R128,W vs Gabashvili,44% (8/18),63% (5/8),1/4,39% (7/18),43% (3/7),5/5,3/3,0/0,1/1,0/0
2016 Aix en Provence CH R32,W vs Coppejans,54% (7/13),86% (6/7),2/6,50% (7/14),14% (1/7),3/5,1/1,0/0,1/1,0/0
2016 Barcelona R32,L vs Stepanek,40% (6/15),50% (3/6),2/6,57% (8/14),25% (2/8),1/3,0/0,0/0,0/0,0/0
2016 Rotterdam Q1,L vs Gulbis,7% (1/15),100% (1/1),0/1,20% (3/15),33% (1/3),1/1,1/1,2/3,0/0,2/2
2016 Montpellier R16,L vs Millman,21% (3/14),100% (3/3),1/5,54% (7/13),29% (2/7),2/3,1/1,3/3,0/0,2/2
2016 Montpellier R32,W vs Monfils,36% (4/11),75% (3/4),1/2,27% (3/11),33% (1/3),3/3,1/1,2/2,0/0,0/0
2016 Montpellier Q2,W vs Sijsling,40% (6/15),67% (4/6),1/3,33% (5/15),40% (2/5),3/4,2/2,1/1,1/1,0/0
2015 Bratislava CH QF,L vs Copil,25% (4/16),50% (2/4),0/2,24% (4/17),25% (1/4),1/1,0/0,3/4,0/0,1/2
2015 Bratislava CH R16,W vs Youzhny,18% (2/11),100% (2/2),0/1,45% (5/11),80% (4/5),1/2,1/1,2/2,0/0,0/0
2015 Paris R32,L vs Berdych,31% (5/16),80% (4/5),1/5,40% (6/15),17% (1/6),1/3,0/0,1/1,0/0,0/0
2015 Paris R64,W vs Karlovic,24% (4/17),50% (2/4),1/3,18% (3/17),0% (0/3),2/2,0/0,3/3,0/0,2/2
2015 Orleans CH R32,W vs Ward,44% (4/9),75% (3/4),0/0,0% (0/9),- (0/0),2/2,1/1,0/0,1/1,0/0
2015 Metz R16,L vs Simon,11% (1/9),100% (1/1),0/2,44% (4/9),0% (0/4),0/1,0/0,0/2,0/0,0/1
2015 Bogota R32,L vs Stepanek,21% (3/14),33% (1/3),0/2,29% (4/14),50% (2/4),1/1,1/1,1/1,0/0,0/0
2015 Newport R32,W vs Kavcic,46% (6/13),67% (4/6),0/2,29% (4/14),50% (2/4),4/4,2/2,0/0,1/1,0/0
2015 Roland Garros R128,L vs Monfils,35% (7/20),43% (3/7),1/8,47% (9/19),11% (1/9),2/3,0/0,1/1,0/0,0/0
2015 Roland Garros R128,L vs Monfils,35% (7/20),43% (3/7),1/8,47% (9/19),11% (1/9),2/3,0/0,1/1,0/0,0/0
2016 (10 matches),,30.9%,66.7%,20.0%,41.8%,25.0%,74.1%,100.0%,81.8%,100.0%,80.0%
2015 (11 matches),,30.1%,60.0%,10.8%,32.7%,25.9%,77.8%,100.0%,82.4%,100.0%,66.7%
2014 (37 matches),,29.1%,66.0%,17.6%,32.3%,46.8%,83.1%,87.2%,87.1%,81.3%,84.2%
2013 (43 matches),,34.2%,65.3%,26.2%,32.7%,32.8%,78.4%,74.5%,69.2%,88.2%,61.1%
2012 (34 matches),,30.7%,66.2%,18.2%,31.1%,33.8%,79.7%,79.2%,78.0%,72.7%,80.0%
Career (142 matches),,31.6%,65.9%,19.5%,32.7%,35.6%,80.2%,82.7%,78.6%,84.0%,74.6%
