Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Delray Beach R16,L vs Ruud,61.0%,50.0%,1.9%,2/0,2.30,11.4%,48.0%,55.6%,0.0%,2.44,14.0%,93.3%,42.9%,6.7%,2.07,7.4%
2026 Australian Open R128,L vs Tien,63.4%,49.0%,4.3%,4/3,2.23,17.8%,61.1%,46.6%,3.2%,2.19,31.4%,79.3%,52.2%,6.9%,2.27,1.7%
2025 Rome R32,L vs Hurkacz,64.3%,55.6%,1.4%,1/0,2.51,15.2%,48.9%,40.9%,2.2%,2.52,24.0%,92.0%,69.6%,0.0%,2.50,4.8%
2025 Madrid R64,L vs Berrettini,70.1%,35.3%,0.0%,0/0,2.23,23.6%,67.1%,33.3%,0.0%,2.14,42.5%,85.0%,41.2%,0.0%,2.34,0.0%
2025 Indian Wells R16,L vs Fils,71.6%,48.3%,2.5%,2/0,2.43,14.9%,68.6%,54.3%,2.0%,2.23,27.0%,76.7%,39.1%,3.3%,2.67,0.0%
2025 Indian Wells R64,W vs Ruud,66.3%,47.8%,5.9%,5/1,2.10,40.0%,66.1%,36.6%,3.2%,2.21,66.1%,83.9%,65.4%,12.9%,1.94,2.6%
2025 Australian Open R32,L vs Sinner,65.1%,42.6%,3.6%,2/1,2.44,6.3%,55.1%,33.3%,0.0%,2.34,12.9%,87.1%,51.9%,9.7%,2.53,0.0%
2024 Paris R32,L vs Humbert,66.7%,43.8%,10.4%,1/4,2.59,9.1%,58.1%,38.9%,3.2%,2.61,15.8%,82.4%,50.0%,23.5%,2.57,0.0%
2024 Vienna R16,L vs Zverev,43.2%,21.1%,4.5%,1/1,2.13,4.5%,36.1%,30.8%,2.8%,2.13,8.7%,75.0%,0.0%,12.5%,2.12,0.0%
2024 Tokyo R32,L vs Hurkacz,51.7%,41.3%,5.6%,4/1,2.15,14.1%,42.9%,41.7%,3.6%,2.12,27.0%,73.3%,40.9%,10.0%,2.18,0.0%
2024 US Open R128,L vs De Minaur,71.2%,41.4%,1.4%,0/2,2.18,2.8%,61.4%,54.3%,0.0%,2.17,6.3%,91.4%,34.4%,2.9%,2.18,0.0%
2024 Newport F,W vs Michelsen,76.4%,50.0%,1.6%,1/1,2.47,26.1%,76.7%,42.4%,1.2%,2.43,47.4%,80.0%,67.9%,2.9%,2.52,0.0%
2024 Newport SF,W vs Eubanks,65.8%,48.0%,3.9%,2/1,2.21,75.5%,67.4%,37.9%,0.0%,2.00,84.0%,72.4%,61.9%,10.3%,2.39,67.9%
2024 Halle QF,L vs Hurkacz,67.5%,44.2%,1.3%,0/1,2.46,3.8%,59.2%,37.9%,0.0%,2.47,6.5%,85.2%,52.2%,3.7%,2.45,0.0%
2024 Dallas F,L vs Paul,67.9%,44.6%,0.9%,1/0,2.45,6.7%,64.9%,44.0%,1.3%,2.44,9.8%,75.0%,45.8%,0.0%,2.46,0.0%
2024 Dallas SF,W vs Mannarino,76.4%,59.5%,1.8%,1/0,-,17.9%,73.5%,56.0%,0.0%,-,26.3%,89.5%,64.7%,5.3%,-,0.0%
2023 Paris R64,L vs Humbert,60.8%,29.0%,5.9%,1/2,-,18.4%,48.5%,18.8%,3.0%,-,36.0%,83.3%,40.0%,11.1%,-,0.0%
2023 Astana R16,L vs Thiem,67.4%,40.3%,3.3%,3/0,2.43,9.1%,62.7%,37.8%,1.7%,2.42,10.3%,83.3%,44.0%,6.7%,2.44,7.4%
2023 Halle R32,L vs Medvedev,67.7%,47.7%,3.1%,0/2,2.38,11.1%,63.3%,51.6%,0.0%,2.00,30.0%,86.7%,38.5%,13.3%,2.59,0.0%
2023 Stuttgart R32,L vs Lehecka,49.4%,35.9%,11.4%,5/4,2.55,18.2%,37.0%,17.6%,4.3%,2.50,35.0%,81.5%,50.0%,25.9%,2.59,4.2%
Career (36 matches),,67.0%,44.8%,3.6%,59.6%,2.34,16.0%,62.1%,42.3%,1.9%,2.33,25.4%,83.9%,48.4%,7.2%,2.36,4.1%
