Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Delray Beach R16,L vs Ruud,0.82,0.91,62.1,5.9,11.8%,70.6%,7.0%,74.4%,19.6%,42.9%
2026 Australian Open R128,L vs Tien,0.96,0.86,48.2,11.9,5.5%,58.2%,10.6%,58.8%,36.8%,37.7%
2025 Rome R32,L vs Hurkacz,0.73,0.62,34.3,2.0,3.0%,57.6%,16.1%,58.1%,27.8%,44.1%
2025 Madrid R64,L vs Berrettini,0.97,0.71,59.9,6.2,3.6%,64.3%,10.2%,65.3%,25.5%,26.1%
2025 Indian Wells R16,L vs Fils,0.87,0.72,41.7,2.2,0.0%,55.6%,7.0%,60.5%,38.1%,30.8%
2025 Indian Wells R64,W vs Ruud,1.19,1.24,53.0,3.4,6.7%,63.3%,0.0%,60.0%,34.0%,45.8%
2025 Australian Open R32,L vs Sinner,0.86,0.56,26.9,2.0,2.3%,51.2%,2.6%,56.4%,27.3%,33.3%
2024 Paris R32,L vs Humbert,0.77,0.43,27.0,2.0,7.7%,50.0%,4.5%,45.5%,26.9%,31.8%
2024 Vienna R16,L vs Zverev,0.63,0.14,37.0,2.0,9.7%,67.7%,6.7%,50.0%,0.0%,20.0%
2024 Tokyo R32,L vs Hurkacz,0.96,0.74,58.0,2.2,6.0%,70.0%,0.0%,65.1%,22.9%,26.8%
2024 US Open R128,L vs De Minaur,0.96,0.83,43.8,2.0,1.4%,57.7%,1.5%,53.7%,41.7%,34.3%
2024 Newport F,W vs Michelsen,0.96,1.20,72.6,5.1,12.5%,62.5%,11.8%,74.5%,39.1%,40.7%
2024 Newport SF,W vs Eubanks,1.26,1.34,52.6,2.3,11.4%,77.3%,2.7%,51.4%,35.0%,38.9%
2024 Wimbledon R64,L vs Zverev,0.81,0.33,20.9,2.0,2.6%,52.6%,0.0%,51.4%,15.2%,25.0%
2024 Wimbledon R128,W vs Searle,1.05,1.31,42.2,3.3,8.3%,66.7%,9.3%,75.9%,32.3%,40.4%
2024 Halle QF,L vs Hurkacz,0.80,0.75,55.1,2.3,5.3%,57.9%,5.9%,76.5%,27.5%,35.1%
2024 Dallas F,L vs Paul,0.92,0.86,54.8,2.5,0.0%,70.6%,2.2%,64.4%,28.6%,32.1%
2024 Dallas SF,W vs Mannarino,1.11,2.79,33.8,2.0,4.5%,81.8%,5.3%,78.9%,48.3%,50.0%
2023 Paris R64,L vs Humbert,0.97,0.45,47.1,2.3,0.0%,53.1%,3.6%,71.4%,18.5%,16.7%
2023 Astana R16,L vs Thiem,0.92,0.82,77.8,4.9,15.7%,72.5%,6.1%,59.2%,35.4%,25.0%
2026 (2 matches),,0.91,0.86,53.3,7.9,7.7%,62.7%,9.4%,64.1%,30.1%,39.7%
2025 (5 matches),,0.95,0.78,44.7,2.6,3.4%,59.1%,6.5%,60.4%,30.5%,35.9%
2024 (11 matches),,0.95,0.86,48.0,2.3,6.2%,64.7%,4.6%,62.9%,31.0%,35.0%
2023 (11 matches),,0.95,0.85,40.8,2.4,8.7%,61.4%,7.9%,65.8%,33.2%,32.4%
2022 (8 matches),,0.91,0.77,46.7,2.7,6.3%,64.7%,7.3%,57.5%,29.4%,36.2%
Career (125 matches),,0.99,0.91,51.0,2.7,6.6%,62.2%,5.3%,61.5%,33.8%,36.3%
