Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,15,8,7,53.3%,20-17,54.1%,195-180,52.0%,1-6,14.3%,15,81.9%,24.1%,6.0%,2.3%,64.5%,70.9%,51.1%,63.8%,37.3%,50.8%,1.03,SF (2x)
2025,51,24,27,47.1%,67-68,49.6%,657-677,49.3%,14-10,58.3%,49,79.0%,18.8%,6.5%,2.1%,59.8%,70.8%,51.7%,63.1%,35.9%,49.6%,0.97,QF (6x)
2024,52,27,25,51.9%,70-61,53.4%,654-641,50.5%,12-10,54.5%,52,81.2%,19.8%,6.6%,1.8%,60.3%,73.1%,51.2%,64.4%,36.2%,50.1%,1.02,W (Newport)
2023,53,24,29,45.3%,66-71,48.2%,675-675,50.0%,12-16,42.9%,53,80.6%,20.5%,6.9%,1.8%,62.4%,72.8%,51.4%,64.7%,36.3%,50.1%,1.03,SF (Tokyo)
2022,46,18,28,39.1%,47-67,41.2%,535-609,46.8%,10-9,52.6%,46,76.6%,17.3%,6.6%,2.0%,60.8%,70.4%,51.5%,63.0%,34.2%,48.5%,0.92,F (San Diego)
2021,43,23,20,53.5%,57-58,49.6%,572-603,48.7%,16-16,50.0%,41,78.6%,19.0%,6.3%,2.6%,59.7%,72.2%,48.9%,62.8%,35.5%,49.3%,0.95,SF (Sofia)
2020,18,9,9,50.0%,21-28,42.9%,229-261,46.7%,3-6,33.3%,18,74.5%,19.8%,6.2%,1.5%,62.6%,68.9%,49.0%,61.5%,35.3%,48.7%,0.92,QF (Antwerp)
2019,6,2,4,33.3%,7-11,38.9%,80-93,46.2%,2-0,100.0%,6,77.4%,14.9%,4.3%,3.2%,56.9%,67.9%,53.1%,61.6%,33.9%,48.0%,0.88,R32 (Indian Wells Masters)
2018,2,1,1,50.0%,2-2,50.0%,21-20,51.2%,0-0,-,2,80.0%,23.8%,6.5%,1.6%,64.5%,62.5%,56.8%,60.5%,36.6%,48.2%,0.93,R16 (Los Cabos)
2014,2,0,2,0.0%,0-5,0.0%,22-32,40.7%,0-2,0.0%,2,80.8%,3.8%,3.4%,8.9%,68.5%,70.5%,35.9%,59.6%,23.2%,43.9%,0.57,R64 (Winston-Salem)
Career,288,136,152,47.2%,357-388,47.9%,3640-3791,49.0%,70-75,48.3%,284,79.1%,19.2%,6.5%,2.1%,61.0%,71.5%,50.8%,63.4%,35.6%,49.5%,0.97,
