Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,34,14,20,41.2%,41-46,47.1%,435-438,49.8%,4-11,26.7%,34,81.4%,19.6%,6.8%,2.3%,61.7%,71.9%,51.1%,64.0%,35.9%,50.0%,1.00
Clay,10,4,6,40.0%,12-15,44.4%,121-146,45.3%,6-3,66.7%,10,75.8%,13.8%,5.6%,2.2%,57.4%,68.9%,49.7%,60.7%,32.6%,47.4%,0.83
Grass,6,3,3,50.0%,9-7,56.3%,84-80,51.2%,2-1,66.7%,6,79.0%,22.5%,5.2%,2.1%,63.8%,68.7%,53.2%,63.1%,37.8%,50.5%,1.02
Grand Slams,6,2,4,33.3%,12-14,46.2%,136-134,50.4%,2-3,40.0%,6,78.8%,21.8%,6.0%,1.8%,61.7%,69.4%,49.4%,61.7%,37.7%,49.9%,0.99
Masters,15,5,10,33.3%,14-23,37.8%,168-200,45.7%,5-4,55.6%,15,78.0%,13.7%,5.3%,2.5%,58.7%,70.1%,51.2%,62.3%,32.5%,47.9%,0.86
Other Tours,29,14,15,48.3%,36-31,53.7%,336-330,50.5%,5-8,38.5%,29,81.5%,20.4%,7.1%,2.3%,62.1%,71.9%,51.6%,64.2%,36.2%,50.2%,1.01
Best of 5,6,2,4,33.3%,12-14,46.2%,136-134,50.4%,2-3,40.0%,6,78.8%,21.8%,6.0%,1.8%,61.7%,69.4%,49.4%,61.7%,37.7%,49.9%,0.99
Best of 3,44,19,25,43.2%,50-54,48.1%,504-530,48.7%,10-12,45.5%,44,80.3%,18.0%,6.4%,2.4%,60.8%,71.3%,51.5%,63.5%,34.9%,49.4%,0.96
Semi-finals,2,0,2,0.0%,1-4,20.0%,17-27,38.6%,0-0,-,2,66.7%,13.0%,4.9%,3.1%,63.0%,63.7%,41.7%,55.6%,30.6%,44.3%,0.69
Quarter-finals,5,2,3,40.0%,5-7,41.7%,61-64,48.8%,0-2,0.0%,5,78.7%,22.2%,6.8%,3.1%,63.5%,73.6%,46.0%,63.5%,33.8%,48.8%,0.93
vs Righties,42,18,24,42.9%,53-56,48.6%,545-553,49.6%,9-12,42.9%,42,80.9%,19.3%,6.4%,2.4%,61.3%,71.4%,51.5%,63.7%,35.7%,49.9%,0.98
vs Lefties,8,3,5,37.5%,9-12,42.9%,95-111,46.1%,3-3,50.0%,8,75.0%,16.0%,6.3%,1.6%,59.7%,68.1%,48.7%,60.3%,34.3%,47.8%,0.87
vs Top 10,5,1,4,20.0%,4-8,33.3%,52-72,41.9%,2-1,66.7%,5,70.0%,13.1%,4.5%,3.2%,57.3%,70.6%,43.6%,59.1%,30.6%,45.7%,0.75
