Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Delray Beach R16,L vs Ruud,23.4%,37.2%,65.7%,29.0%,31.7%,42.9%,65.1%,40.2%,80.0%,39.5%,50.0%,6.9%,27.6%,66.7%,-47
2026 Australian Open R128,L vs Tien,24.4%,32.4%,46.2%,30.6%,33.6%,43.9%,52.1%,43.8%,65.2%,54.1%,33.3%,10.6%,15.2%,39.0%,-13
2025 Rome R32,L vs Hurkacz,28.1%,35.9%,41.3%,31.4%,34.2%,42.1%,40.0%,39.7%,46.7%,39.1%,0.0%,19.2%,26.9%,42.9%,-79
2025 Madrid R64,L vs Berrettini,25.7%,39.0%,56.9%,31.6%,37.5%,53.1%,62.5%,47.2%,32.1%,38.9%,0.0%,8.6%,20.0%,50.0%,-38
2025 Indian Wells R16,L vs Fils,22.7%,35.2%,46.3%,31.3%,27.5%,45.1%,59.5%,42.2%,60.0%,50.0%,50.0%,16.7%,22.2%,30.0%,-38
2025 Indian Wells R64,W vs Ruud,13.0%,27.0%,57.7%,22.8%,17.1%,37.1%,69.0%,33.1%,55.9%,58.3%,16.7%,7.1%,11.9%,41.0%,-45
2025 Australian Open R32,L vs Sinner,18.3%,22.0%,46.0%,22.3%,31.1%,37.8%,54.8%,38.4%,55.6%,66.7%,66.7%,3.0%,3.0%,37.5%,-87
2024 Paris R32,L vs Humbert,25.0%,29.2%,33.3%,27.3%,36.7%,40.0%,47.4%,40.3%,73.3%,66.7%,50.0%,6.7%,13.3%,14.3%,-57
2024 Vienna R16,L vs Zverev,26.2%,32.8%,45.5%,31.6%,39.5%,47.4%,56.5%,48.2%,55.0%,72.2%,100.0%,4.5%,9.1%,33.3%,-70
2024 Tokyo R32,L vs Hurkacz,20.4%,34.4%,59.7%,27.3%,30.9%,45.5%,63.2%,42.5%,54.2%,41.9%,33.3%,5.6%,19.4%,55.9%,-59
2024 US Open R128,L vs De Minaur,17.4%,25.4%,49.1%,21.2%,29.4%,39.7%,47.9%,37.2%,79.5%,44.8%,16.7%,6.3%,12.5%,50.0%,-55
2024 Newport F,W vs Michelsen,32.7%,43.0%,54.3%,39.5%,43.3%,59.7%,68.4%,54.2%,52.9%,69.7%,25.0%,15.8%,15.8%,37.5%,-3
2024 Newport SF,W vs Eubanks,33.3%,43.2%,49.1%,39.8%,45.7%,63.0%,68.0%,57.0%,80.8%,25.0%,50.0%,17.6%,17.6%,32.1%,-36
2024 Halle QF,L vs Hurkacz,26.4%,37.5%,55.8%,35.6%,34.0%,46.8%,64.5%,48.1%,61.1%,44.8%,40.0%,12.5%,20.8%,42.9%,-19
2024 Dallas F,L vs Paul,18.8%,33.3%,62.7%,25.8%,22.7%,37.9%,58.8%,33.0%,65.4%,67.5%,100.0%,11.1%,25.9%,70.8%,-8
2024 Dallas SF,W vs Mannarino,31.7%,43.9%,71.4%,42.2%,32.1%,50.0%,78.9%,47.5%,73.3%,69.2%,100.0%,30.8%,30.8%,55.6%,-79
2023 Paris R64,L vs Humbert,18.3%,30.0%,53.1%,24.3%,24.2%,42.4%,56.0%,35.2%,66.7%,38.9%,0.0%,11.1%,14.8%,50.0%,-79
2023 Astana R16,L vs Thiem,33.0%,45.0%,50.0%,40.9%,36.1%,54.1%,51.3%,49.0%,44.4%,55.9%,60.0%,28.9%,31.6%,48.1%,-40
2023 Halle R32,L vs Medvedev,36.2%,46.8%,48.3%,40.4%,58.6%,72.4%,50.0%,65.5%,62.5%,76.9%,100.0%,0.0%,5.9%,47.1%,-118
2023 Stuttgart R32,L vs Lehecka,44.0%,51.6%,40.9%,47.4%,58.3%,68.8%,55.0%,64.8%,54.2%,54.2%,75.0%,33.3%,38.9%,29.2%,168
Career (36 matches),,24.2%,33.9%,50.6%,30.1%,32.0%,44.7%,56.6%,41.8%,58.0%,51.7%,41.2%,12.8%,18.5%,43.0%,10
