Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,9,2,7,22.2%,4,1,3,25.0%,2020,2026,R32,9,0.80,5.8%,2.3%,61.5%,64.5%,45.3%,57.1%,34.3%,52.1%,33.7%
Roland Garros,7,Clay,13,6,7,46.2%,7,2,5,28.6%,2019,2025,R32,13,0.96,5.8%,1.8%,62.6%,69.0%,47.3%,60.9%,37.5%,57.9%,48.2%
Wimbledon,6,Grass,14,8,6,57.1%,6,4,2,66.7%,2019,2025,R64,14,0.96,6.8%,1.8%,64.1%,71.6%,52.8%,64.8%,33.9%,61.0%,37.0%
US Open,11,Hard,14,3,11,21.4%,6,0,6,0.0%,2011,2025,R64,12,0.90,5.9%,3.5%,60.6%,69.4%,46.7%,60.4%,35.6%,58.8%,36.2%
Olympics,2,,3,1,2,33.3%,2,1,1,50.0%,2021,2024,R32,1,0.18,0.0%,1.9%,63.0%,67.6%,40.0%,57.4%,7.5%,50.0%,0
Davis Cup,1,,1,1,0,100.0%,0,0,0,-,2025,2025,,0,,,,,,,,,,
Miami Masters,6,Hard,7,1,6,14.3%,2,1,1,50.0%,2021,2026,R64,7,0.84,6.3%,1.9%,60.9%,70.9%,49.0%,62.4%,31.7%,69.2%,28.6%
Indian Wells Masters,10,Hard,20,10,10,50.0%,10,5,5,50.0%,2014,2026,R16,20,0.92,4.7%,3.4%,59.7%,69.8%,49.6%,61.7%,35.4%,64.5%,36.8%
Delray Beach,7,Hard,16,9,7,56.3%,6,1,5,16.7%,2015,2026,SF,16,1.14,6.4%,3.2%,64.6%,75.0%,59.8%,69.6%,34.6%,67.2%,42.1%
Dallas,4,Hard,13,9,4,69.2%,7,2,5,28.6%,2022,2026,F,13,1.23,8.2%,1.3%,66.8%,76.6%,55.1%,69.5%,37.5%,73.7%,44.2%
Auckland,3,Hard,8,5,3,62.5%,3,1,2,33.3%,2023,2026,SF,8,1.01,4.9%,2.0%,65.9%,65.2%,50.7%,60.3%,40.0%,57.6%,42.4%
Paris Masters,6,Hard,19,13,6,68.4%,16,10,6,62.5%,2020,2025,R16,19,1.05,8.7%,2.0%,57.0%,76.5%,51.3%,65.7%,36.0%,63.9%,45.0%
