Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),66,790,53,1793,54,1742,87,1668,36,1714,,,,
2025,65,845,69,1762,72,1714,94,1653,38,1698,,,,
2024,46,1150,41,1816,37,1771,86,1666,26,1743,543,90,,
2023,60,860,52,1788,49,1744,70,1691,54,1645,,,,
2022,61,776,56,1782,54,1739,106,1627,51,1667,,,,
2021,66,929,36,1836,38,1788,93,1654,32,1715,,,,
2020,73,869,52,1765,52,1727,122,1573,,,587,65,,
2019,102,574,119,1664,107,1638,172,1511,95,1609,219,300,,
2018,308,103,288,1425,274,1387,,,,,411,54,,
2017,295,168,323,1378,315,1334,286,1360,,,382,143,,
2016,579,54,,,,,,,,,,,,
2015,469,84,278,1435,259,1402,,,,,635,83,,
2014,375,113,271,1440,257,1403,,,,,1288,15,,
2013,571,54,,,,,,,,,617,80,,
2012,1447,2,,,,,,,,,1504,6,,
2011,1431,2,,,,,,,,,,,,
2010,1126,4,,,,,,,,,,,,
