Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,5,4,1,80.0%,9-4,69.2%,76-57,57.1%,2-1,66.7%,5,87.7%,26.2%,4.7%,0.8%,60.5%,76.8%,57.2%,69.1%,38.4%,53.4%,1.24,F (Phoenix)
2025,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,37.5%,12.5%,3.0%,3.0%,41.8%,50.0%,41.0%,44.8%,37.3%,41.5%,0.67,R16 (Estoril)
2024,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,37.5%,12.5%,1.5%,0.0%,67.7%,52.3%,28.6%,44.6%,25.6%,37.5%,0.46,R32 (Aix En Provence)
2020,9,5,4,55.6%,13-8,61.9%,111-93,54.4%,3-2,60.0%,9,81.0%,27.3%,7.5%,2.5%,66.0%,70.0%,53.7%,64.5%,41.5%,52.5%,1.17,SF (Bendigo)
2019,50,32,18,64.0%,74-51,59.2%,669-589,53.2%,15-14,51.7%,50,82.6%,23.9%,6.9%,4.0%,61.2%,74.2%,52.2%,65.7%,38.7%,51.7%,1.13,W (Houston)
2018,24,12,12,50.0%,31-26,54.4%,281-254,52.5%,1-4,20.0%,18,76.3%,20.4%,6.3%,3.8%,62.7%,69.7%,48.3%,61.7%,36.5%,49.3%,0.95,W (Orlando)
2017,22,8,14,36.4%,22-29,43.1%,242-252,49.0%,3-3,50.0%,22,73.4%,24.6%,6.4%,3.8%,63.6%,68.4%,48.0%,61.0%,38.6%,49.7%,0.99,QF (2x)
2016,4,2,2,50.0%,4-4,50.0%,41-40,50.6%,1-1,50.0%,4,82.5%,17.9%,7.4%,3.3%,63.8%,74.6%,48.0%,64.9%,36.4%,50.5%,1.04,QF (Champaign)
2015,12,5,7,41.7%,14-14,50.0%,147-144,50.5%,4-5,44.4%,12,80.3%,20.7%,5.9%,4.3%,62.8%,74.6%,47.9%,64.7%,37.6%,50.8%,1.07,QF (2x)
2014,16,6,10,37.5%,15-22,40.5%,180-199,47.5%,5-6,45.5%,16,78.0%,16.5%,5.5%,3.9%,65.8%,70.6%,49.5%,63.4%,34.7%,49.3%,0.95,QF (2x)
2013,3,1,2,33.3%,3-5,37.5%,35-44,44.3%,1-1,50.0%,3,73.7%,15.4%,6.6%,1.6%,64.8%,62.7%,54.7%,59.8%,35.1%,47.4%,0.87,R16 (Tiburon)
2010,1,0,1,0.0%,0-2,0.0%,6-13,31.6%,0-0,-,1,33.3%,30.0%,3.5%,1.8%,59.6%,47.1%,39.1%,43.9%,40.3%,42.0%,0.72,R32 (Carson)
Career,148,75,73,50.7%,185-169,52.3%,1796-1709,51.2%,35-37,48.6%,142,78.9%,22.4%,6.4%,3.7%,62.7%,71.6%,50.4%,63.7%,37.9%,50.6%,1.04,
