Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,19,14,5,73.7%,5,2,3,40.0%,2002,2006,QF,11,1.09,2.8%,5.9%,53.1%,62.4%,46.4%,54.9%,49.0%,60.4%,49.1%
Roland Garros,8,Clay,18,11,7,61.1%,2,1,1,50.0%,2000,2007,W,13,1.08,2.0%,6.5%,57.1%,61.5%,46.3%,55.0%,48.4%,54.7%,53.6%
Wimbledon,7,Grass,25,18,7,72.0%,4,4,0,100.0%,2000,2006,QF,15,1.10,3.2%,4.1%,59.0%,63.2%,45.3%,55.9%,48.7%,53.8%,45.8%
US Open,8,Hard,21,13,8,61.9%,5,3,2,60.0%,1999,2006,QF,10,1.13,3.8%,4.0%,56.2%,63.2%,46.8%,56.0%,49.6%,59.8%,53.1%
Olympics,2,,7,5,2,71.4%,0,0,0,-,2000,2004,SF,0,,,,,,,,,,
Fed Cup,4,,19,14,5,73.7%,5,4,1,80.0%,2002,2005,,1,0.62,3.3%,0.0%,55.0%,54.5%,48.1%,51.7%,30.0%,55.6%,100.0%
Eastbourne,6,Grass,19,13,6,68.4%,5,3,2,60.0%,2000,2006,F,4,1.04,1.6%,4.1%,62.5%,58.5%,48.3%,54.7%,47.1%,55.0%,60.6%
Miami,6,Hard,14,8,6,57.1%,1,1,0,100.0%,2000,2006,QF,4,1.16,1.2%,2.8%,63.9%,58.4%,49.5%,55.2%,52.2%,50.0%,46.3%
Moscow,5,Carpet,16,13,3,81.3%,3,3,0,100.0%,2001,2005,W,3,1.07,2.4%,5.2%,55.0%,63.8%,47.4%,56.4%,46.5%,45.8%,46.4%
Rome,5,Clay,14,9,5,64.3%,3,2,1,66.7%,2001,2006,QF,3,1.00,3.8%,8.9%,54.0%,59.8%,38.0%,49.8%,50.2%,45.7%,56.7%
Zurich,5,Hard,14,9,5,64.3%,2,0,2,0.0%,2000,2006,SF,1,0.60,0.0%,5.5%,50.9%,60.7%,55.6%,58.2%,25.0%,40.0%,0.0%
Doha,5,Hard,13,10,3,76.9%,3,1,2,33.3%,2002,2006,W,1,0.93,0.8%,4.7%,62.5%,53.8%,35.4%,46.9%,49.6%,52.4%,39.1%
