Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2006 Eastbourne F,L vs Henin,18.3%,33.7%,43.4%,15.3%,30.6%,42.6%,48.3%,34.9%,50.0%,26.7%,43.3%,45.5%,26.7%,26.7%,-,-28
2006 Miami QF,L vs Sharapova,10.2%,11.9%,38.5%,10.0%,12.5%,44.4%,78.9%,14.3%,0.0%,11.1%,11.1%,25.0%,40.0%,62.5%,33.3%,-40
2005 Wimbledon QF,L vs Mauresmo,11.7%,16.7%,45.3%,15.6%,18.8%,44.4%,70.6%,20.0%,0.0%,7.1%,14.3%,46.2%,75.0%,18.8%,0.0%,-104
2005 Australian Open R64,W vs Obziler,20.4%,29.6%,55.0%,27.6%,34.5%,52.4%,87.5%,38.1%,33.3%,13.6%,27.3%,57.9%,41.7%,20.0%,-,-3
2004 Tour Championships SF,L vs Sharapova,21.7%,27.7%,40.3%,23.3%,30.2%,51.5%,72.2%,28.0%,25.0%,21.6%,27.0%,27.6%,68.4%,16.7%,-,-13
2004 Moscow F,W vs Dementieva,14.0%,15.8%,48.8%,18.2%,21.2%,59.3%,46.2%,85.0%,75.0%,11.1%,11.1%,31.3%,7.7%,80.0%,50.0%,-4
2004 Filderstadt SF,L vs Davenport,22.0%,26.0%,37.1%,19.0%,23.8%,52.9%,45.5%,0.0%,0.0%,28.0%,32.0%,22.2%,87.5%,17.6%,0.0%,62
2004 Olympics SF,L vs Henin,14.8%,21.9%,42.7%,15.3%,23.6%,42.6%,82.9%,16.2%,0.0%,16.0%,22.0%,42.9%,52.0%,20.0%,33.3%,25
2004 San Diego F,L vs Davenport,17.9%,28.2%,26.7%,13.6%,22.7%,21.1%,46.2%,33.3%,0.0%,26.7%,40.0%,36.4%,42.9%,50.0%,33.3%,38
2004 San Diego QF,W vs Sharapova,27.3%,30.3%,51.3%,50.0%,53.3%,66.7%,66.7%,50.0%,33.3%,11.1%,14.8%,41.7%,30.8%,50.0%,-,-4
2004 Roland Garros F,W vs Dementieva,12.5%,14.3%,65.9%,11.1%,13.9%,71.9%,42.1%,41.2%,0.0%,20.0%,20.0%,50.0%,0.0%,50.0%,0.0%,54
2004 Roland Garros SF,W vs Capriati,23.2%,26.8%,59.0%,23.1%,26.9%,70.0%,33.3%,9.1%,0.0%,26.9%,30.8%,47.4%,10.0%,43.8%,50.0%,21
2003 Fed Cup RR,L vs Mauresmo,10.4%,18.8%,47.6%,13.3%,23.3%,59.6%,55.9%,30.8%,80.0%,5.9%,11.8%,28.1%,66.7%,48.0%,66.7%,-55
2003 Leipzig F,W vs Henin,16.5%,32.9%,50.0%,18.5%,35.2%,50.0%,65.4%,42.9%,50.0%,14.3%,32.1%,50.0%,46.7%,15.4%,-,13
2003 Australian Open QF,L vs Clijsters,15.7%,15.7%,33.9%,10.5%,10.5%,35.3%,57.1%,17.6%,20.0%,24.1%,24.1%,31.8%,16.7%,52.9%,60.0%,9
2002 WTA Tour Championships R16,L vs Dokic,26.4%,30.2%,53.3%,47.8%,52.2%,58.3%,0.0%,23.1%,0.0%,14.3%,19.0%,50.0%,30.0%,54.5%,100.0%,-4
Career (16 matches),,17.3%,24.0%,45.8%,19.0%,26.5%,50.1%,58.7%,31.7%,28.3%,17.3%,23.9%,39.4%,41.6%,35.4%,35.3%,24
