Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,205,124,81,60.5%,277-203,57.7%,2349-2079,53.0%,23-22,51.1%,35,-,-,2.5%,4.4%,58.2%,60.4%,46.0%,54.4%,48.0%,51.2%,1.05
Clay,97,58,39,59.8%,130-94,58.0%,1121-974,53.5%,13-8,61.9%,17,-,-,2.5%,6.7%,56.4%,60.8%,44.7%,53.8%,47.9%,51.0%,1.04
Grass,51,36,15,70.6%,77-42,64.7%,618-534,53.6%,10-3,76.9%,19,-,-,2.8%,4.1%,59.8%,62.1%,46.0%,55.6%,48.4%,52.0%,1.09
Carpet,44,34,10,77.3%,71-36,66.4%,558-426,56.7%,7-1,87.5%,5,-,-,2.2%,5.9%,55.1%,61.4%,45.1%,54.1%,48.3%,51.3%,1.05
Grand Slams,80,53,27,66.3%,116-74,61.1%,946-804,54.1%,9-6,60.0%,49,-,-,3.0%,5.1%,56.6%,62.6%,46.2%,55.5%,48.9%,52.3%,1.10
Premiers,202,122,80,60.4%,270-205,56.8%,2322-2095,52.6%,24-21,53.3%,24,-,-,1.7%,4.7%,60.9%,58.5%,45.1%,53.3%,47.9%,50.6%,1.03
Internationals,67,46,21,68.7%,99-53,65.1%,787-628,55.6%,12-5,70.6%,2,-,-,2.6%,4.6%,55.9%,58.8%,37.3%,49.3%,38.3%,44.0%,0.76
Finals,19,10,9,52.6%,22-22,50.0%,190-193,49.6%,1-2,33.3%,2,-,-,0.0%,4.3%,66.5%,58.9%,51.9%,56.5%,47.6%,52.3%,1.09
Semi-finals,32,19,13,59.4%,42-31,57.5%,357-329,52.0%,5-1,83.3%,2,-,-,2.6%,4.7%,60.0%,58.8%,42.1%,52.1%,47.0%,49.6%,0.98
Quarter-finals,58,31,27,53.4%,69-63,52.3%,631-605,51.1%,6-10,37.5%,8,-,-,0.9%,4.3%,56.7%,53.8%,45.2%,50.1%,41.5%,46.1%,0.83
vs Righties,369,229,140,62.1%,508-359,58.6%,4314-3782,53.3%,51-32,61.4%,74,-,-,2.5%,4.9%,58.0%,61.2%,45.7%,54.7%,48.2%,51.5%,1.06
vs Lefties,26,21,5,80.8%,43-16,72.9%,308-219,58.4%,2-2,50.0%,2,-,-,3.2%,4.0%,58.7%,52.7%,42.3%,48.4%,44.1%,46.6%,0.85
vs Top 10,73,22,51,30.1%,60-112,34.9%,706-893,44.2%,5-7,41.7%,17,-,-,1.4%,4.1%,57.2%,55.2%,43.8%,50.3%,42.1%,46.3%,0.85
