Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2006 Eastbourne F,L vs Henin,28,39,0.7,13.8%,19.2%,28,37,0.8,14.5%,19.2%,5.2%,8.8%,0.9,16.3%,17.7%
2006 Miami QF,L vs Sharapova,11,27,0.4,8.7%,21.3%,11,26,0.4,9.1%,21.5%,6.6%,2.5%,0.8,18.9%,22.8%
2005 Wimbledon QF,L vs Mauresmo,17,23,0.7,15.5%,20.9%,15,23,0.7,14.4%,22.1%,6.7%,7.7%,1.3,20.9%,16.4%
2005 Australian Open R64,W vs Obziler,21,31,0.7,18.1%,26.7%,18,29,0.6,16.8%,27.1%,12.1%,3.7%,0.4,9.5%,23.3%
2004 WTA Tour Championships SF,L vs Sharapova,16,31,0.5,8.9%,17.2%,16,28,0.6,9.3%,16.3%,4.7%,4.7%,0.6,17.2%,27.8%
2004 Moscow F,W vs Dementieva,20,19,1.1,19.8%,18.8%,19,17,1.1,20.4%,18.3%,14.0%,6.5%,0.6,15.8%,27.7%
2004 Filderstadt SF,L vs Davenport,9,17,0.5,8.5%,16.0%,8,13,0.6,8.4%,13.7%,4.2%,4.2%,0.9,22.6%,24.5%
2004 Olympics SF,L vs Henin,19,54,0.4,8.0%,22.8%,18,48,0.4,8.2%,21.8%,5.0%,3.2%,0.3,8.9%,26.6%
2004 San Diego F,L vs Davenport,7,21,0.3,8.3%,25.0%,7,19,0.4,9.2%,25.0%,3.9%,5.3%,1.4,25.0%,17.9%
2004 San Diego QF,W vs Sharapova,13,17,0.8,10.3%,13.5%,10,14,0.7,9.0%,12.6%,5.4%,3.6%,0.6,17.5%,31.7%
2004 Roland Garros F,W vs Dementieva,12,18,0.7,11.9%,17.8%,12,13,0.9,14.0%,15.1%,7.0%,7.0%,0.2,9.9%,42.6%
2004 Roland Garros SF,W vs Capriati,13,24,0.5,11.9%,22.0%,13,21,0.6,12.4%,20.0%,5.7%,6.7%,0.3,9.2%,27.5%
2003 Fed Cup RR,L vs Mauresmo,29,38,0.8,14.1%,18.5%,25,36,0.7,13.0%,18.8%,6.3%,6.8%,0.7,14.1%,19.0%
2003 Leipzig F,W vs Henin,25,30,0.8,15.8%,19.0%,25,27,0.9,17.0%,18.4%,10.9%,5.4%,0.7,13.3%,19.0%
2003 Australian Open QF,L vs Clijsters,9,26,0.3,7.8%,22.4%,8,23,0.3,7.4%,21.3%,6.5%,0.9%,0.8,23.3%,30.2%
2002 WTA Tour Championships R16,L vs Dokic,12,34,0.4,9.8%,27.6%,6,25,0.2,5.9%,24.5%,3.9%,1.0%,0.4,8.9%,25.2%
Career (16 matches),,261,449,0.6,11.9%,20.4%,239,399,0.6,11.8%,19.6%,6.6%,5.0%,0.6,15.2%,24.5%
