Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2006 Eastbourne F,L vs Henin,0.0%,-,6.4%,76.9%,12.7%,20.0%,0.0%,16.5%,32.5%,2.1%,42.9%,33,12
2006 Miami QF,L vs Sharapova,0.0%,-,3.1%,75.0%,6.1%,16.1%,0.0%,6.8%,26.9%,0.5%,0.0%,-112,-119
2005 Wimbledon QF,L vs Mauresmo,0.0%,-,13.6%,46.7%,9.9%,41.7%,0.0%,10.6%,9.1%,0.5%,0.0%,-8,-36
2005 Australian Open R64,W vs Obziler,0.0%,-,5.1%,66.7%,12.3%,17.8%,0.0%,11.0%,7.1%,0.4%,0.0%,42,45
2004 Tour Championships SF,L vs Sharapova,0.0%,-,3.3%,83.3%,10.8%,25.0%,0.0%,11.3%,23.1%,0.7%,50.0%,-38,-45
2004 Moscow F,W vs Dementieva,0.0%,-,11.1%,76.9%,9.5%,16.2%,100.0%,4.2%,0.0%,0.7%,0.0%,-69,-69
2004 Filderstadt SF,L vs Davenport,0.0%,-,2.8%,100.0%,12.8%,22.2%,0.0%,14.3%,36.4%,0.8%,0.0%,-21,-35
2004 Olympics SF,L vs Henin,0.0%,-,5.1%,58.3%,7.9%,14.8%,0.0%,7.4%,13.6%,0.2%,100.0%,-56,-55
2004 San Diego F,L vs Davenport,0.0%,-,1.2%,100.0%,7.5%,10.0%,0.0%,11.1%,44.4%,1.5%,50.0%,18,-8
2004 San Diego QF,W vs Sharapova,0.0%,-,2.3%,66.7%,12.7%,25.0%,0.0%,5.5%,27.3%,1.9%,25.0%,-76,-54
2004 Roland Garros F,W vs Dementieva,0.0%,-,2.0%,100.0%,8.4%,25.0%,0.0%,5.5%,40.0%,0.4%,100.0%,-112,-99
2004 Roland Garros SF,W vs Capriati,0.0%,-,7.1%,87.5%,8.8%,19.2%,0.0%,2.3%,15.4%,1.1%,33.3%,-42,-23
2003 Fed Cup RR,L vs Mauresmo,0.0%,-,9.3%,94.7%,8.3%,16.7%,0.0%,11.2%,20.0%,0.2%,0.0%,-39,-62
2003 Leipzig F,W vs Henin,0.0%,-,8.9%,85.7%,13.0%,17.1%,0.0%,17.2%,22.9%,0.7%,50.0%,48,10
2003 Australian Open QF,L vs Clijsters,0.0%,-,7.8%,33.3%,5.5%,9.7%,0.0%,1.1%,0.0%,1.2%,0.0%,-107,-107
2002 WTA Tour Championships R16,L vs Dokic,0.0%,-,3.3%,50.0%,10.5%,12.0%,0.0%,6.9%,25.0%,1.7%,0.0%,-26,57
Career (16 matches),,0.0%,-,5.9%,72.7%,9.4%,18.0%,10.0%,8.8%,20.0%,0.8%,27.8%,-39,-42
