Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2006 Eastbourne F,L vs Henin,70.7%,51.4%,9.1%,3/6,2.41,16.9%,73.0%,50.0%,9.5%,2.27,19.7%,80.0%,54.2%,10.0%,2.80,9.1%
2006 Miami QF,L vs Sharapova,85.3%,44.8%,2.9%,2/0,2.11,0.0%,88.2%,48.9%,0.0%,2.00,0.0%,100.0%,30.8%,15.4%,2.36,0.0%
2005 Wimbledon QF,L vs Mauresmo,72.0%,33.3%,6.0%,2/1,2.29,84.9%,69.0%,35.0%,0.0%,2.04,100.0%,88.9%,31.3%,16.7%,2.55,69.2%
2005 Australian Open R64,W vs Obziler,84.4%,55.6%,0.0%,0/0,2.32,5.0%,97.1%,47.1%,0.0%,2.47,9.5%,83.3%,70.0%,0.0%,2.15,0.0%
2004 Tour Championships SF,L vs Sharapova,80.4%,51.3%,13.4%,12/1,2.64,1.6%,80.9%,50.9%,4.4%,2.56,3.0%,88.5%,52.2%,38.5%,2.73,0.0%
2004 Moscow F,W vs Dementieva,76.7%,63.0%,3.3%,0/2,2.74,2.3%,84.2%,59.4%,0.0%,2.71,3.7%,100.0%,71.4%,14.3%,2.79,0.0%
2004 Filderstadt SF,L vs Davenport,67.9%,47.4%,16.1%,5/4,2.70,0.0%,60.0%,52.4%,11.4%,2.60,0.0%,94.4%,41.2%,27.8%,2.79,0.0%
2004 Olympics SF,L vs Henin,72.5%,51.9%,7.3%,5/3,2.61,18.4%,76.1%,52.9%,3.0%,2.69,31.1%,87.5%,50.0%,18.8%,2.50,0.0%
2004 San Diego F,L vs Davenport,75.6%,38.2%,8.9%,4/0,2.33,0.0%,69.0%,25.0%,13.8%,2.39,0.0%,93.3%,57.1%,0.0%,2.22,0.0%
2004 San Diego QF,W vs Sharapova,75.8%,54.0%,6.1%,1/3,2.45,0.0%,81.6%,41.9%,2.6%,2.61,0.0%,86.4%,73.7%,13.6%,2.34,0.0%
2004 Roland Garros F,W vs Dementieva,64.4%,58.6%,2.2%,0/1,2.41,0.0%,72.7%,62.5%,0.0%,2.27,0.0%,92.9%,53.8%,7.1%,2.77,0.0%
2004 Roland Garros SF,W vs Capriati,80.7%,63.0%,0.0%,0/0,2.83,0.0%,82.5%,54.5%,0.0%,2.99,0.0%,86.7%,84.6%,0.0%,2.66,0.0%
2003 Fed Cup RR,L vs Mauresmo,82.6%,47.8%,2.8%,3/0,2.26,18.3%,77.1%,50.0%,1.4%,2.30,30.0%,100.0%,44.4%,5.6%,2.19,0.0%
2003 Leipzig F,W vs Henin,65.8%,56.3%,6.8%,4/1,2.59,35.3%,64.4%,58.6%,4.4%,2.48,47.7%,82.6%,52.6%,13.0%,2.80,12.5%
2003 Australian Open QF,L vs Clijsters,69.6%,50.0%,8.7%,4/0,2.37,10.7%,65.5%,47.4%,3.4%,2.19,17.6%,86.7%,53.8%,20.0%,2.65,0.0%
2002 WTA Tour Championships R16,L vs Dokic,64.3%,44.4%,2.9%,1/1,2.41,3.3%,68.9%,41.9%,0.0%,1.75,8.3%,70.0%,50.0%,10.0%,2.85,0.0%
Career (16 matches),,74.8%,50.9%,6.2%,66.7%,2.46,14.9%,76.3%,49.3%,3.4%,2.40,20.7%,88.4%,53.7%,13.4%,2.56,6.6%
