Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,35,24,11,68.6%,14,10,4,71.4%,1988,1999,SF,21,1.09,3.7%,3.3%,64.4%,71.4%,50.4%,63.9%,39.3%,62.9%,43.0%
Roland Garros,14,Clay,45,32,13,71.1%,15,7,8,46.7%,1985,1999,W,29,1.15,2.7%,2.1%,66.0%,68.2%,51.3%,62.5%,43.3%,64.7%,43.1%
Wimbledon,4,Grass,4,0,4,0.0%,3,1,2,33.3%,1987,1994,R128,3,0.95,4.1%,2.6%,66.9%,69.3%,54.3%,64.4%,33.8%,50.0%,26.1%
US Open,10,Hard,32,22,10,68.8%,19,9,10,47.4%,1986,1998,QF,22,1.13,5.7%,4.0%,57.7%,74.9%,47.7%,63.4%,41.3%,56.8%,50.0%
Olympics,2,,3,1,2,33.3%,2,0,2,0.0%,1984,1992,R16,0,,,,,,,,,,
Davis Cup,12,,44,36,8,81.8%,10,5,5,50.0%,1984,1997,,0,,,,,,,,,,
Vienna,15,Hard,45,30,15,66.7%,16,13,3,81.3%,1984,2011,F,22,1.16,8.9%,3.7%,54.9%,75.0%,57.3%,67.0%,38.3%,58.8%,37.9%
Kitzbuhel,15,Clay,43,29,14,67.4%,12,5,7,41.7%,1984,2011,W,28,1.17,3.7%,4.0%,57.8%,69.4%,54.0%,62.9%,43.3%,65.1%,50.0%
Barcelona,13,Clay,38,27,11,71.1%,5,2,3,40.0%,1985,1998,W,23,1.14,2.6%,2.5%,62.1%,67.3%,54.3%,62.4%,42.9%,61.7%,46.2%
Stuttgart Outdoor,12,Clay,31,21,10,67.7%,10,8,2,80.0%,1986,1998,W,22,1.16,3.0%,2.1%,60.3%,68.4%,56.2%,63.5%,42.4%,61.5%,41.3%
Monte Carlo Masters,10,Clay,36,29,7,80.6%,11,8,3,72.7%,1990,1999,W,30,1.19,1.8%,2.7%,66.2%,63.8%,56.0%,61.2%,46.2%,62.1%,49.8%
Rome Masters,10,Clay,33,26,7,78.8%,7,3,4,42.9%,1990,1999,W,26,1.19,3.2%,3.0%,66.6%,68.8%,51.6%,63.1%,43.9%,60.0%,47.7%
