Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2011 Vienna R32,L vs Thiem,7.5%,75.0%,8.3%,44.4%,14.7%,25.0%,0.0%,9.5%,25.0%,0.0%,-,-75,-36
1998 Indian Wells SF,L vs Rusedski,1.7%,100.0%,8.3%,100.0%,9.2%,16.7%,0.0%,8.0%,0.0%,0.0%,-,-13,-22
1997 Cincinnati F,L vs Sampras,1.9%,100.0%,2.8%,100.0%,13.3%,16.7%,12.5%,15.2%,16.7%,0.0%,-,-61,-44
1997 Roland Garros R32,L vs Kuerten,2.9%,100.0%,10.4%,62.9%,10.1%,11.1%,5.0%,9.6%,20.0%,0.9%,0.0%,-83,-75
1997 Miami SF,W vs Courier,0.0%,-,8.1%,77.8%,8.8%,15.8%,0.0%,15.0%,0.0%,0.0%,-,-53,-50
1997 Miami R32,W vs Haas,2.8%,100.0%,9.8%,100.0%,7.0%,10.3%,0.0%,14.3%,20.0%,0.7%,0.0%,-44,38
1997 Miami F,W vs Bruguera,1.3%,0.0%,6.3%,54.5%,10.1%,12.2%,2.4%,4.2%,25.0%,0.3%,100.0%,-79,-39
1997 Indian Wells SF,L vs Chang,3.8%,50.0%,8.9%,63.6%,12.2%,32.3%,5.0%,4.9%,0.0%,0.0%,-,-73,-84
1997 Australian Open SF,L vs Sampras,1.1%,0.0%,6.5%,66.7%,14.8%,28.0%,27.8%,5.1%,4.3%,0.0%,-,-82,-77
1996 Vienna R16,L vs Edberg,5.6%,80.0%,11.2%,69.6%,22.2%,28.6%,5.9%,28.1%,12.5%,0.0%,-,18,12
1996 Cincinnati SF,L vs Agassi,3.5%,100.0%,6.0%,50.0%,4.8%,11.8%,0.0%,8.2%,0.0%,0.5%,0.0%,-89,-80
1996 Rome F,W vs Krajicek,0.0%,-,4.2%,88.9%,11.4%,16.0%,44.4%,16.9%,14.3%,0.0%,-,-85,-66
1996 Rome SF,W vs Costa,0.0%,-,18.0%,61.3%,5.8%,8.2%,3.0%,9.1%,10.0%,0.4%,0.0%,-98,-92
1996 Monte Carlo F,W vs Costa,2.7%,50.0%,14.8%,77.3%,9.5%,14.6%,7.9%,7.6%,15.2%,0.5%,50.0%,-100,-102
1996 Monte Carlo SF,W vs Pioline,0.0%,-,2.7%,66.7%,2.8%,12.9%,0.0%,4.4%,0.0%,0.0%,-,-176,-155
1996 Barcelona F,W vs Rios,0.0%,-,4.2%,44.4%,10.3%,15.8%,0.0%,7.4%,13.3%,1.1%,20.0%,-126,-97
1995 Essen F,W vs Washington,1.0%,0.0%,10.2%,83.3%,15.2%,25.7%,4.4%,10.5%,0.0%,0.0%,-,-31,-15
1995 Essen SF,W vs Sampras,2.9%,50.0%,8.6%,83.3%,17.9%,38.1%,18.8%,9.9%,17.6%,0.0%,-,-77,-81
1995 Roland Garros F,W vs Chang,1.2%,100.0%,13.1%,78.3%,5.8%,10.4%,6.3%,8.0%,0.0%,0.2%,0.0%,-88,-80
1995 Roland Garros SF,W vs Kafelnikov,0.0%,-,7.4%,54.5%,14.7%,26.3%,19.2%,12.8%,10.0%,0.3%,0.0%,-79,-71
Career (38 matches),,1.6%,60.7%,10.8%,68.1%,8.7%,13.5%,6.1%,8.8%,9.7%,0.4%,21.8%,-81,-75
