Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2011 Vienna R32,L vs Thiem,70.6%,44.4%,7.8%,0/4,2.32,2.7%,64.5%,30.0%,0.0%,2.52,4.0%,94.1%,62.5%,23.5%,1.92,0.0%
1998 Indian Wells SF,L vs Rusedski,40.8%,25.0%,6.1%,1/2,2.37,53.5%,33.3%,25.0%,5.6%,2.18,54.5%,72.7%,25.0%,9.1%,2.57,52.4%
1997 Cincinnati F,L vs Sampras,59.6%,41.9%,3.8%,1/1,2.08,35.9%,40.6%,46.2%,0.0%,1.94,72.2%,90.0%,38.9%,10.0%,2.19,4.8%
1997 Roland Garros R32,L vs Kuerten,71.9%,48.7%,1.3%,0/2,2.24,10.7%,60.0%,41.2%,1.2%,2.27,16.1%,94.1%,54.7%,1.5%,2.17,0.0%
1997 Miami SF,W vs Courier,56.9%,37.9%,2.0%,1/0,2.54,10.8%,63.0%,29.4%,0.0%,2.28,25.0%,85.7%,50.0%,7.1%,2.74,0.0%
1997 Miami R32,W vs Haas,85.0%,76.5%,2.5%,0/1,2.58,47.4%,76.9%,65.0%,0.0%,2.68,72.7%,100.0%,92.9%,7.1%,2.44,12.5%
1997 Miami F,W vs Bruguera,75.0%,44.9%,2.2%,1/1,1.82,26.5%,67.3%,39.4%,2.0%,1.75,50.0%,94.7%,50.0%,2.6%,1.87,7.4%
1997 Indian Wells SF,L vs Chang,69.1%,38.3%,1.5%,1/0,2.12,2.2%,62.9%,22.7%,0.0%,1.70,5.0%,86.2%,52.0%,3.4%,2.46,0.0%
1997 Australian Open SF,L vs Sampras,60.4%,38.2%,0.0%,0/0,1.82,26.8%,54.0%,35.3%,0.0%,1.85,40.9%,87.5%,42.9%,0.0%,1.78,3.7%
1996 Vienna R16,L vs Edberg,63.2%,40.3%,2.8%,1/2,1.93,55.7%,60.0%,35.7%,0.0%,1.87,67.4%,78.1%,48.0%,9.4%,2.00,41.7%
1996 Cincinnati SF,L vs Agassi,65.0%,38.5%,5.0%,1/1,1.99,0.0%,51.7%,46.7%,0.0%,1.86,0.0%,100.0%,27.3%,18.2%,2.15,0.0%
1996 Rome F,W vs Krajicek,68.2%,45.2%,3.7%,0/4,2.09,46.2%,65.6%,28.6%,3.1%,1.99,43.8%,86.1%,67.7%,5.6%,2.54,57.1%
1996 Rome SF,W vs Costa,83.9%,43.8%,0.0%,0/0,2.07,41.2%,83.3%,36.4%,0.0%,2.23,73.0%,100.0%,66.7%,0.0%,1.87,3.2%
1996 Monte Carlo F,W vs Costa,84.4%,53.2%,1.4%,0/2,1.99,26.6%,89.0%,55.6%,1.1%,2.03,44.7%,91.5%,48.8%,2.1%,1.93,0.0%
1996 Monte Carlo SF,W vs Pioline,85.2%,54.3%,0.0%,0/0,2.53,26.1%,82.1%,47.8%,0.0%,2.61,38.7%,100.0%,60.9%,0.0%,2.37,0.0%
1996 Barcelona F,W vs Rios,70.0%,49.4%,1.8%,1/1,1.94,6.2%,68.9%,35.5%,2.2%,1.98,12.9%,90.2%,58.7%,2.0%,1.90,0.0%
1995 Essen F,W vs Washington,71.7%,47.3%,3.1%,2/2,2.32,23.0%,60.9%,35.7%,2.9%,2.23,40.5%,87.5%,57.1%,3.6%,2.44,0.0%
1995 Essen SF,W vs Sampras,73.9%,56.9%,5.8%,2/2,1.89,31.6%,68.4%,50.0%,2.6%,1.78,42.1%,89.3%,64.0%,10.7%,2.13,10.5%
1995 Roland Garros F,W vs Chang,83.1%,48.6%,2.2%,0/2,1.77,6.1%,86.5%,44.4%,0.0%,1.82,11.1%,90.6%,55.2%,6.3%,1.70,0.0%
1995 Roland Garros SF,W vs Kafelnikov,71.6%,54.7%,5.4%,2/2,2.11,25.9%,61.1%,50.0%,5.6%,2.23,22.5%,91.2%,58.1%,5.9%,1.82,33.3%
Career (38 matches),,71.6%,47.7%,2.4%,41.7%,2.15,21.3%,67.4%,43.0%,1.4%,2.14,28.1%,89.5%,53.4%,4.2%,2.15,8.4%
