Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2011 Salzburg CH R32,L vs Bloemke,53% (10/19),50% (1/2),1/2,0/0,25% (1/4),4/6,4/5,- (0/0),- (0/0)
2011 Salzburg CH R32,L vs Bloemke,53% (10/19),50% (1/2),1/2,0/0,25% (1/4),4/6,4/5,- (0/0),- (0/0)
2011 Vienna R32,L vs Thiem,50% (4/8),33% (1/3),0/0,0/0,17% (1/6),0/2,0/1,- (0/0),- (0/0)
2011 Palermo CH R32,L vs Di Mauro,42% (5/12),20% (1/5),0/0,0/0,33% (2/6),2/4,2/3,- (0/0),- (0/0)
2011 Todi CH R32,W vs Mayer,81% (13/16),50% (4/8),2/3,1/2,82% (9/11),6/7,3/3,- (0/0),- (0/0)
2011 Manerbio CH R32,L vs Munoz De La Nava,50% (4/8),100% (1/1),0/0,0/0,20% (1/5),4/6,3/4,- (0/0),- (0/0)
2011 San Marino CH R32,L vs Balleret,64% (9/14),44% (4/9),1/2,0/0,57% (8/14),0/2,0/1,- (0/0),- (0/0)
2011 Kitzbuhel R32,L vs Kohlschreiber,40% (2/5),25% (1/4),0/0,0/0,54% (7/13),1/3,0/1,- (0/0),- (0/0)
1998 Indian Wells SF,L vs Rusedski,88% (7/8),0% (0/1),0/0,0/0,50% (3/6),3/5,0/1,67% (4/6),17% (1/6)
1997 Cincinnati F,L vs Sampras,55% (6/11),100% (1/1),0/0,0/0,40% (2/5),2/4,2/3,- (0/0),- (0/0)
1997 Roland Garros R32,L vs Kuerten,47% (15/32),29% (5/17),2/4,0/0,67% (16/24),0/3,0/1,40% (2/5),100% (5/5)
1997 Miami F,W vs Bruguera,82% (14/17),67% (4/6),3/3,1/1,100% (2/2),2/2,0/0,71% (5/7),43% (3/7)
1997 Miami R32,W vs Haas,50% (6/12),75% (6/8),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
1997 Indian Wells SF,L vs Chang,86% (6/7),17% (1/6),0/0,0/0,57% (4/7),0/2,0/1,0% (0/4),25% (1/4)
1997 Australian Open SF,L vs Sampras,50% (9/18),20% (1/5),0/1,0/0,56% (5/9),4/7,1/2,40% (2/5),20% (1/5)
1996 Vienna R16,L vs Edberg,79% (15/19),0% (0/2),1/1,0/0,71% (5/7),0/2,0/1,80% (4/5),75% (3/4)
1996 Cincinnati SF,L vs Agassi,50% (4/8),100% (1/1),0/0,0/0,55% (6/11),0/2,0/1,- (0/0),- (0/0)
1996 Rome F,W vs Krajicek,73% (16/22),38% (5/13),3/4,1/1,78% (7/9),0/1,0/0,- (0/0),- (0/0)
1996 Rome SF,W vs Costa,75% (12/16),43% (3/7),2/2,1/1,71% (5/7),0/1,0/0,- (0/0),- (0/0)
1996 Monte Carlo SF,W vs Pioline,58% (7/12),63% (5/8),2/4,1/1,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2011 (8 matches),,56.4%,41.2%,55.6%,50.0%,47.6%,58.3%,69.6%,-,-
1998 (1 matches),,87.5%,0.0%,-,-,50.0%,60.0%,0.0%,66.7%,16.7%
1997 (6 matches),,57.7%,41.9%,70.0%,100.0%,61.2%,44.4%,42.9%,42.9%,47.6%
1996 (5 matches),,70.1%,45.2%,72.7%,100.0%,66.7%,0.0%,0.0%,80.0%,75.0%
1995 (7 matches),,70.3%,51.5%,66.7%,70.0%,73.0%,54.5%,100.0%,66.7%,48.5%
Career (34 matches),,64.6%,44.8%,59.2%,62.5%,60.9%,51.4%,60.4%,57.5%,47.2%
