Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2011,2,0,2,0.0%,0-4,0.0%,8-24,25.0%,0-0,-,2,35.3%,13.3%,5.3%,5.3%,60.5%,56.5%,28.9%,45.6%,35.9%,41.0%,0.66,R32 (2x)
2010,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-1,0.0%,1,80.0%,0.0%,7.6%,3.0%,60.6%,62.5%,61.5%,62.1%,21.8%,43.8%,0.58,R32 (Vienna)
1999,16,5,11,31.3%,14-26,35.0%,177-211,45.6%,2-3,40.0%,15,70.7%,21.8%,3.2%,3.7%,62.7%,62.3%,50.3%,57.9%,36.9%,47.8%,0.88,SF (Sydney)
1998,52,32,20,61.5%,75-57,56.8%,667-581,53.4%,3-8,27.3%,52,76.6%,30.6%,4.2%,2.8%,59.9%,68.5%,52.0%,61.8%,41.0%,51.3%,1.07,F (Estoril)
1997,67,44,23,65.7%,110-68,61.8%,924-803,53.5%,19-10,65.5%,60,81.3%,24.9%,4.9%,2.7%,58.9%,71.0%,53.1%,63.6%,38.0%,50.9%,1.04,W (2x)
1996,92,70,22,76.1%,164-65,71.6%,1244-938,57.0%,20-10,66.7%,88,81.6%,31.9%,4.4%,3.0%,58.4%,71.3%,54.2%,64.2%,42.2%,52.9%,1.18,W (7x)
1995,105,86,19,81.9%,200-68,74.6%,1476-1070,58.0%,27-9,75.0%,99,80.8%,35.9%,4.4%,3.3%,60.0%,71.2%,53.9%,64.3%,43.8%,53.8%,1.23,W (12x)
1994,84,58,26,69.0%,145-72,66.8%,1184-926,56.1%,18-14,56.3%,73,80.0%,32.0%,5.0%,4.3%,58.7%,71.1%,53.4%,63.8%,41.7%,52.5%,1.15,W (3x)
1993,98,77,21,78.6%,169-68,71.3%,1314-963,57.7%,16-17,48.5%,96,83.5%,33.2%,3.7%,3.3%,62.4%,70.2%,56.7%,65.1%,42.5%,53.4%,1.22,W (7x)
1992,61,39,22,63.9%,83-61,57.6%,724-649,52.7%,9-10,47.4%,59,76.2%,30.1%,2.8%,2.5%,67.1%,65.7%,52.7%,61.5%,41.8%,51.3%,1.08,W (3x)
1991,50,30,20,60.0%,72-54,57.1%,618-554,52.7%,7-8,46.7%,48,72.4%,35.2%,1.3%,2.0%,73.5%,62.3%,52.5%,59.7%,44.0%,51.8%,1.09,W (2x)
1990,69,51,18,73.9%,106-56,65.4%,828-663,55.5%,16-5,76.2%,0,,,,,,,,,,,,W (3x)
1989,30,20,10,66.7%,48-26,64.9%,390-307,56.0%,6-3,66.7%,0,,,,,,,,,,,,F (Key Biscayne)
1988,67,51,16,76.1%,108-48,69.2%,809-559,59.1%,6-4,60.0%,0,,,,,,,,,,,,W (4x)
1987,44,26,18,59.1%,59-48,55.1%,502-459,52.2%,11-6,64.7%,0,,,,,,,,,,,,SF (Vienna)
1986,40,22,18,55.0%,55-40,57.9%,447-382,53.9%,4-4,50.0%,0,,,,,,,,,,,,W (Hilversum)
1985,20,12,8,60.0%,26-21,55.3%,220-206,51.6%,2-1,66.7%,0,,,,,,,,,,,,SF (Palermo)
1984,7,4,3,57.1%,9-6,60.0%,72-60,54.5%,0-0,-,0,,,,,,,,,,,,R16 (2x)
Career,905,627,278,69.3%,1443-790,64.6%,11612-9368,55.3%,166-113,59.5%,593,79.5%,31.7%,4.0%,3.1%,61.6%,69.1%,53.7%,63.2%,41.8%,52.3%,1.14,
