Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2011 Salzburg CH R32,L vs Bloemke,15% (2/13),50% (1/2),0/2,23% (3/13),0% (0/3),1/1,1/1,1/2,0/0,1/1
2011 Salzburg CH R32,L vs Bloemke,15% (2/13),50% (1/2),0/2,23% (3/13),0% (0/3),1/1,1/1,1/2,0/0,1/1
2011 Vienna R32,L vs Thiem,25% (2/8),50% (1/2),0/4,56% (5/9),0% (0/5),0/1,0/0,1/2,0/0,0/1
2011 Palermo CH R32,L vs Di Mauro,33% (3/9),33% (1/3),1/4,56% (5/9),20% (1/5),1/1,0/0,1/1,0/0,1/1
2011 Todi CH R32,W vs Mayer,40% (6/15),67% (4/6),0/2,33% (5/15),60% (3/5),2/2,0/0,2/2,0/0,1/1
2011 Manerbio CH R32,L vs Munoz De La Nava,11% (1/9),100% (1/1),0/3,50% (4/8),0% (0/4),1/1,0/0,2/3,0/0,2/2
2011 San Marino CH R32,L vs Balleret,47% (7/15),57% (4/7),1/4,47% (7/15),14% (1/7),2/4,1/1,1/3,0/0,0/1
2011 Kitzbuhel R32,L vs Kohlschreiber,14% (1/7),100% (1/1),1/4,100% (8/8),25% (2/8),1/1,0/0,0/2,0/0,0/1
1998 Indian Wells SF,L vs Rusedski,11% (1/9),0% (0/1),0/2,30% (3/10),0% (0/3),0/0,0/0,2/3,0/0,0/1
1997 Cincinnati F,L vs Sampras,10% (1/10),100% (1/1),0/3,44% (4/9),25% (1/4),0/1,0/0,1/1,0/0,1/1
1997 Roland Garros R32,L vs Kuerten,38% (9/24),56% (5/9),1/7,48% (11/23),27% (3/11),3/3,0/1,1/2,0/0,0/0
1997 Miami F,W vs Bruguera,29% (4/14),100% (4/4),0/0,7% (1/14),100% (1/1),3/3,1/1,2/2,0/0,0/0
1997 Miami R32,W vs Haas,75% (6/8),100% (6/6),1/1,14% (1/7),0% (0/1),3/4,0/0,0/0,0/0,0/0
1997 Indian Wells SF,L vs Chang,30% (3/10),33% (1/3),1/3,44% (4/9),25% (1/4),1/1,0/0,0/0,0/0,0/0
1997 Australian Open SF,L vs Sampras,27% (4/15),25% (1/4),0/4,38% (5/13),20% (1/5),1/1,0/1,2/2,0/0,1/1
1996 Vienna R16,L vs Edberg,12% (2/17),0% (0/2),0/1,24% (4/17),50% (2/4),0/0,0/0,2/3,0/0,1/2
1996 Cincinnati SF,L vs Agassi,13% (1/8),100% (1/1),0/4,67% (6/9),17% (1/6),0/1,0/0,1/2,0/0,0/1
1996 Rome F,W vs Krajicek,33% (6/18),83% (5/6),0/2,28% (5/18),60% (3/5),4/5,3/3,0/0,1/1,0/0
1996 Rome SF,W vs Costa,43% (6/14),50% (3/6),0/2,21% (3/14),33% (1/3),2/2,1/1,0/0,0/0,0/0
1996 Monte Carlo SF,W vs Pioline,56% (5/9),100% (5/5),2/2,33% (3/9),33% (1/3),4/4,1/1,0/0,1/1,0/0
2011 (8 matches),,27.0%,58.3%,12.0%,44.4%,17.5%,75.0%,100.0%,52.9%,-,66.7%
1998 (1 matches),,11.1%,0.0%,0.0%,30.0%,0.0%,-,-,66.7%,-,0.0%
1997 (6 matches),,33.3%,66.7%,16.7%,34.7%,26.9%,84.6%,33.3%,85.7%,-,100.0%
1996 (5 matches),,30.3%,70.0%,18.2%,31.3%,38.1%,83.3%,100.0%,60.0%,100.0%,33.3%
1995 (7 matches),,38.5%,83.3%,20.0%,29.9%,46.9%,87.1%,100.0%,80.0%,100.0%,-
Career (34 matches),,33.0%,72.0%,17.9%,36.5%,30.2%,81.1%,87.0%,64.7%,83.3%,56.3%
