Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,237,151,86,63.7%,380-244,60.9%,3189-2806,53.2%,57-37,60.6%,164,80.2%,26.4%,4.7%,3.5%,59.6%,71.1%,52.5%,63.6%,39.0%,51.1%,1.07
Clay,556,426,130,76.6%,940-403,70.0%,7158-5216,57.8%,81-60,57.4%,358,78.8%,37.2%,3.1%,2.8%,63.7%,67.8%,54.1%,62.8%,44.4%,53.4%,1.20
Grass,18,8,10,44.4%,21-29,42.0%,239-268,47.1%,5-5,50.0%,14,77.4%,14.4%,6.0%,3.9%,56.4%,70.9%,52.6%,62.9%,34.3%,48.7%,0.92
Carpet,94,42,52,44.7%,102-114,47.2%,1026-1078,48.8%,23-11,67.6%,57,81.9%,17.8%,7.0%,3.5%,56.3%,71.5%,55.8%,64.6%,35.7%,50.1%,1.01
Grand Slams,116,78,38,67.2%,248-145,63.1%,2025-1676,54.7%,27-24,52.9%,75,79.5%,31.6%,3.9%,3.0%,63.2%,70.9%,50.0%,63.2%,41.2%,51.8%,1.12
Masters,165,113,52,68.5%,254-144,63.8%,2071-1712,54.7%,33-20,62.3%,132,78.3%,30.2%,3.8%,2.8%,63.0%,67.1%,55.1%,62.7%,40.9%,51.7%,1.10
Other Tours,570,398,172,69.8%,827-446,65.0%,6593-5263,55.6%,99-63,61.1%,379,79.9%,32.8%,4.0%,3.3%,60.8%,69.2%,54.4%,63.4%,42.6%,52.8%,1.16
Best of 5,183,129,54,70.5%,411-218,65.3%,3300-2639,55.6%,40-34,54.1%,90,80.1%,31.7%,3.9%,2.9%,63.1%,70.7%,51.4%,63.6%,41.3%,52.1%,1.14
Best of 3,722,498,224,69.0%,1032-572,64.3%,8312-6729,55.3%,126-79,61.5%,503,79.3%,31.7%,4.0%,3.2%,61.2%,68.6%,54.3%,63.1%,42.0%,52.4%,1.14
Finals,55,44,11,80.0%,110-46,70.5%,847-634,57.2%,11-6,64.7%,42,80.6%,35.2%,3.7%,2.8%,62.5%,68.5%,56.5%,64.0%,43.5%,53.6%,1.21
Semi-finals,86,55,31,64.0%,121-85,58.7%,1051-917,53.4%,15-17,46.9%,66,75.7%,31.2%,3.4%,3.2%,63.0%,65.9%,53.3%,61.2%,42.0%,51.5%,1.08
Quarter-finals,125,86,39,68.8%,180-109,62.3%,1487-1277,53.8%,30-15,66.7%,90,78.4%,30.5%,3.5%,2.6%,62.3%,69.2%,53.0%,63.1%,41.2%,52.0%,1.12
vs Righties,775,530,245,68.4%,1222-684,64.1%,9866-8013,55.2%,142-97,59.4%,499,79.4%,31.4%,3.8%,3.1%,61.9%,68.8%,53.8%,63.1%,41.7%,52.2%,1.13
vs Lefties,129,96,33,74.4%,218-106,67.3%,1727-1346,56.2%,23-16,59.0%,93,80.0%,33.2%,4.9%,3.4%,60.3%,70.8%,53.3%,63.8%,42.5%,52.9%,1.18
vs Top 10,90,38,52,42.2%,103-127,44.8%,1074-1186,47.5%,25-12,67.6%,57,75.9%,23.3%,4.1%,3.0%,60.9%,66.0%,54.2%,61.4%,37.6%,49.4%,0.97
