Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,13,Hard,24,11,13,45.8%,13,4,9,30.8%,2009,2022,R64,20,1.00,8.8%,4.2%,65.9%,71.1%,46.5%,62.7%,37.4%,57.0%,40.7%
Roland Garros,8,Clay,9,1,8,11.1%,3,1,2,33.3%,2010,2021,R128,8,0.80,5.3%,4.3%,64.0%,65.0%,40.7%,56.3%,35.2%,53.3%,38.6%
Wimbledon,9,Grass,16,7,9,43.8%,12,5,7,41.7%,2010,2021,R32,14,0.97,8.4%,5.8%,64.2%,72.0%,50.2%,64.2%,34.7%,60.0%,33.6%
US Open,9,Hard,16,7,9,43.8%,7,5,2,71.4%,2010,2021,R64,12,0.87,6.1%,7.8%,56.0%,69.4%,44.3%,58.4%,36.3%,56.8%,35.8%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2024,2024,R64,1,0.26,0.0%,6.5%,82.6%,36.8%,25.0%,34.8%,16.7%,40.0%,0
Davis Cup,2,,4,4,0,100.0%,0,0,0,-,2012,2013,,0,,,,,,,,,,
Newport,8,Grass,21,13,8,61.9%,9,4,5,44.4%,2011,2019,F,18,1.04,7.5%,8.0%,59.8%,73.3%,49.0%,63.5%,38.0%,58.8%,40.5%
Atlanta,8,Hard,19,11,8,57.9%,8,5,3,62.5%,2011,2021,SF,18,1.06,11.3%,7.7%,59.5%,77.6%,49.0%,66.1%,36.1%,60.8%,48.3%
Indian Wells Masters,7,Hard,17,10,7,58.8%,6,2,4,33.3%,2011,2019,R16,17,1.05,4.4%,6.7%,58.2%,71.8%,51.2%,63.2%,38.8%,63.2%,38.1%
Canada Masters,7,Hard,12,4,8,33.3%,6,2,4,33.3%,2011,2022,R32,12,0.86,6.8%,6.3%,56.5%,71.0%,42.3%,58.5%,35.9%,52.9%,30.0%
Miami Masters,7,Hard,9,2,7,22.2%,2,0,2,0.0%,2011,2022,R64,9,0.79,6.6%,6.6%,57.9%,70.0%,45.8%,59.8%,31.9%,57.7%,29.8%
Brisbane,5,Hard,17,11,6,64.7%,3,2,1,66.7%,2010,2018,QF,17,1.15,10.9%,2.8%,66.6%,73.4%,52.5%,66.4%,38.6%,58.7%,46.0%
