Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,1,0,1,0.0%,0-2,0.0%,12-14,46.2%,0-2,0.0%,1,91.7%,8.3%,6.4%,3.8%,69.2%,83.3%,54.2%,74.4%,27.4%,50.0%,1.07,R32 (s Hertogenbosch)
2021,11,6,5,54.5%,13-9,59.1%,116-104,52.7%,4-1,80.0%,11,81.1%,20.5%,6.2%,4.8%,62.7%,71.9%,49.3%,63.5%,36.7%,50.3%,1.01,SF (Marseille)
2019,21,5,16,23.8%,18-37,32.7%,240-293,45.0%,2-4,33.3%,21,71.8%,18.4%,8.7%,7.4%,61.0%,72.1%,42.0%,60.4%,35.6%,48.2%,0.90,QF (Newport)
2018,41,19,22,46.3%,50-57,46.7%,514-536,49.0%,10-10,50.0%,41,78.0%,19.5%,9.3%,6.5%,60.3%,72.6%,48.9%,63.2%,35.5%,49.5%,0.96,SF (2x)
2017,16,9,7,56.3%,19-19,50.0%,189-181,51.1%,2-5,28.6%,16,77.3%,25.8%,6.3%,5.9%,64.3%,70.8%,46.7%,62.2%,39.0%,50.5%,1.03,F (Newport)
2016,4,0,4,0.0%,1-8,11.1%,22-52,29.7%,0-0,-,4,42.1%,12.8%,4.1%,5.6%,54.4%,52.4%,41.5%,47.4%,27.0%,38.7%,0.51,R32 (3x)
2015,7,1,6,14.3%,6-14,30.0%,100-107,48.3%,0-6,0.0%,7,81.2%,18.0%,7.4%,5.2%,58.6%,71.7%,50.0%,62.7%,32.7%,48.3%,0.88,R32 (4x)
2014,24,4,20,16.7%,15-47,24.2%,238-345,40.8%,1-5,16.7%,24,63.7%,17.7%,5.8%,8.3%,58.9%,68.1%,39.2%,56.2%,33.3%,45.2%,0.76,R16 (s Hertogenbosch)
2013,18,7,11,38.9%,20-26,43.5%,209-229,47.7%,2-3,40.0%,16,71.1%,19.7%,7.4%,7.3%,59.2%,73.5%,42.9%,61.0%,35.4%,48.3%,0.91,R16 (4x)
2012,41,17,24,41.5%,44-61,41.9%,460-522,46.8%,8-4,66.7%,39,72.8%,18.4%,6.9%,5.2%,62.1%,69.2%,45.8%,60.3%,35.8%,48.2%,0.90,QF (Atlanta)
2011,20,10,10,50.0%,21-25,45.7%,217-231,48.4%,1-4,20.0%,20,77.1%,20.9%,8.0%,3.8%,62.1%,71.2%,47.6%,62.2%,36.4%,49.5%,0.96,QF (3x)
2010,3,1,2,33.3%,2-5,28.6%,32-36,47.1%,0-0,-,3,79.4%,14.7%,9.5%,1.5%,66.2%,72.2%,54.4%,66.2%,30.2%,48.7%,0.89,R16 (Brisbane)
Career,207,79,128,38.2%,209-310,40.3%,2349-2650,47.0%,30-44,40.5%,203,73.7%,19.3%,7.5%,6.1%,61.0%,70.8%,45.6%,61.0%,35.4%,48.4%,0.91,
