Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,147,58,89,39.5%,154-215,41.7%,1678-1872,47.3%,23-31,42.6%,144,73.6%,19.9%,7.6%,5.8%,60.4%,70.6%,46.3%,60.9%,35.5%,48.4%,0.91
Clay,14,1,13,7.1%,5-31,13.9%,123-209,37.0%,0-2,0.0%,14,59.3%,14.1%,6.5%,6.6%,62.3%,66.7%,33.8%,54.3%,33.2%,44.4%,0.73
Grass,46,20,26,43.5%,50-64,43.9%,548-569,49.1%,7-11,38.9%,45,78.7%,19.1%,7.7%,6.9%,62.6%,73.0%,47.3%,63.4%,35.9%,49.6%,0.98
Grand Slams,32,10,22,31.3%,43-73,37.1%,498-610,44.9%,9-9,50.0%,32,71.3%,18.5%,7.6%,5.8%,62.2%,69.9%,44.9%,60.5%,35.4%,48.1%,0.90
Masters,28,13,15,46.4%,29-37,43.9%,303-334,47.6%,2-6,25.0%,28,73.4%,21.1%,6.5%,5.8%,58.9%,70.6%,46.7%,60.8%,35.5%,48.5%,0.91
Other Tours,143,52,91,36.4%,127-200,38.8%,1487-1675,47.0%,19-29,39.6%,143,74.7%,19.3%,7.7%,6.3%,61.0%,71.2%,45.7%,61.2%,35.4%,48.5%,0.91
Best of 5,34,12,22,35.3%,49-73,40.2%,535-632,45.8%,9-9,50.0%,32,71.3%,18.5%,7.6%,5.8%,62.2%,69.9%,44.9%,60.5%,35.4%,48.1%,0.90
Best of 3,173,67,106,38.7%,160-237,40.3%,1814-2018,47.3%,21-35,37.5%,171,74.4%,19.6%,7.5%,6.2%,60.6%,71.1%,45.9%,61.2%,35.4%,48.5%,0.91
Finals,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,1,90.0%,0.0%,11.3%,6.5%,62.9%,74.4%,56.5%,67.7%,19.7%,43.9%,0.61
Semi-finals,4,1,3,25.0%,3-5,37.5%,37-43,46.3%,1-0,100.0%,4,73.2%,14.6%,7.9%,10.4%,59.0%,72.6%,42.1%,60.1%,34.0%,47.3%,0.85
Quarter-finals,14,4,10,28.6%,9-22,29.0%,143-169,45.8%,1-4,20.0%,14,79.1%,13.6%,8.1%,5.9%,61.9%,73.0%,46.1%,62.7%,32.8%,48.0%,0.88
vs Righties,188,70,118,37.2%,188-287,39.6%,2129-2433,46.7%,26-41,38.8%,185,73.1%,19.5%,7.4%,6.2%,60.9%,70.5%,45.3%,60.7%,35.5%,48.3%,0.90
vs Lefties,17,7,10,41.2%,17-23,42.5%,195-205,48.8%,3-3,50.0%,17,80.8%,16.3%,8.9%,5.3%,62.4%,73.6%,49.5%,64.5%,33.8%,49.2%,0.95
vs Top 10,14,3,11,21.4%,11-24,31.4%,142-193,42.4%,2-3,40.0%,14,71.3%,12.7%,6.8%,5.6%,60.5%,69.6%,45.3%,60.0%,31.8%,46.5%,0.80
