Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,,,,,,,,,,,5,6340,,
2022,740,28,214,1530,197,1501,292,1396,119,1546,,,,
2021,237,266,167,1585,151,1553,245,1441,97,1574,,,,
2020,317,141,,,,,,,,,110,825,,
2019,244,195,126,1649,123,1606,195,1484,86,1619,121,705,88,1629
2018,46,1001,66,1752,69,1695,143,1550,31,1718,106,785,104,1574
2017,76,670,113,1675,117,1624,159,1536,51,1677,233,272,,
2016,698,34,182,1559,180,1513,,,,,592,88,,
2015,105,557,115,1661,120,1596,167,1521,55,1671,186,392,,
2014,231,207,177,1569,167,1536,237,1422,126,1536,89,790,90,1586
2013,68,706,67,1757,66,1707,165,1533,48,1680,221,310,103,1556
2012,105,529,124,1647,120,1602,228,1453,96,1593,70,1075,69,1660
2011,86,627,96,1701,104,1626,,,60,1643,92,842,71,1646
2010,196,263,193,1541,185,1492,254,1427,124,1521,207,346,,
2009,285,151,,,,,,,,,420,121,,
2008,332,105,383,1291,368,1276,368,1249,228,1363,294,188,,
2007,542,44,,,,,,,,,582,64,,
2006,896,12,,,,,,,,,705,43,,
2005,1401,2,,,,,,,,,1349,6,,
