Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Olympics R64,L vs Djokovic,21.4%,11.1%,20.5%,33.3%,22.7%,38.5%,0.0%,4.5%,33.3%,6.1%,14.3%,-64,-63
2018 Shanghai QF,L vs Coric,22.4%,46.2%,25.4%,68.8%,10.5%,10.0%,0.0%,4.3%,22.2%,1.7%,66.7%,39,49
2018 Halle QF,L vs Federer,67.1%,59.2%,40.4%,61.0%,6.8%,10.3%,0.0%,5.3%,0.0%,0.0%,-,5,17
2018 Surbiton CH SF,L vs De Minaur,37.7%,65.4%,33.6%,63.8%,13.6%,16.1%,0.0%,9.5%,22.2%,0.5%,100.0%,7,6
2017 Toyota SF,W vs Hurkacz,28.6%,68.2%,26.2%,71.4%,19.8%,23.3%,20.0%,2.7%,0.0%,1.5%,66.7%,-6,4
2017 Canberra CH F,W vs Daniel,27.7%,88.9%,28.9%,79.5%,10.0%,17.9%,0.0%,3.8%,0.0%,2.0%,40.0%,2,11
2017 Newport F,L vs Isner,14.3%,50.0%,14.6%,61.1%,25.9%,25.0%,0.0%,22.2%,66.7%,3.2%,66.7%,16,57
2017 Newport SF,W vs Gojowczyk,2.1%,100.0%,7.1%,100.0%,14.3%,5.9%,0.0%,7.7%,0.0%,1.6%,50.0%,25,83
2015 Ilkley CH SF,W vs Dodig,11.4%,40.0%,25.0%,62.5%,33.3%,50.0%,50.0%,5.3%,20.0%,0.0%,-,24,60
2014 Miami R128,W vs Kubot,4.9%,50.0%,9.9%,70.6%,13.1%,23.3%,0.0%,9.5%,50.0%,0.5%,100.0%,46,62
2014 Sydney R32,L vs Benneteau,4.4%,0.0%,14.1%,53.8%,18.4%,23.5%,0.0%,7.7%,20.0%,0.9%,0.0%,69,82
2014 Brisbane R16,L vs Nishikori,0.0%,-,3.2%,33.3%,13.5%,18.2%,0.0%,4.0%,0.0%,0.0%,-,34,79
Career (12 matches),,22.4%,59.2%,21.6%,65.7%,15.3%,20.2%,4.3%,6.7%,19.2%,1.4%,46.2%,15,33
