Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2024 Paris Olympics R64,L vs Djokovic,7,15,0.5,9.6%,20.5%,6,11,0.5,9.4%,17.2%,7.8%,1.6%,3.3,31.5%,9.6%
2019 Wimbledon R128,L vs Schwartzman,39,45,0.9,17.6%,20.4%,27,37,0.7,13.8%,19.0%,10.3%,3.6%,1.7,16.7%,10.0%
2019 Roland Garros R128,L vs Barrere,32,37,0.9,12.5%,14.5%,32,37,0.9,14.5%,16.8%,,,1.0,9.0%,9.4%
2018 Shanghai Masters QF,L vs Coric,27,27,1.0,21.4%,21.4%,18,22,0.8,17.3%,21.2%,11.5%,5.8%,1.3,15.9%,11.9%
2018 Wimbledon R32,L vs Simon,50,47,1.1,18.4%,17.3%,35,35,1.0,14.8%,14.8%,9.7%,3.8%,2.5,15.4%,6.3%
2018 Wimbledon R64,W vs Robert,40,36,1.1,16.7%,15.0%,26,26,1.0,13.4%,13.4%,10.3%,2.1%,0.7,15.4%,21.3%
2018 Wimbledon R128,W vs Goffin,34,14,2.4,20.6%,8.5%,28,11,2.5,18.5%,7.3%,11.9%,6.6%,1.7,15.8%,9.1%
2018 Halle QF,L vs Federer,22,27,0.8,15.1%,18.5%,14,23,0.6,10.9%,18.0%,7.8%,2.3%,1.2,21.2%,17.8%
2018 Surbiton CH SF,L vs De Minaur,24,25,1.0,17.1%,17.9%,22,22,1.0,16.8%,16.8%,10.7%,5.3%,1.6,16.4%,10.0%
2018 Roland Garros R128,L vs Fabbiano,36,43,0.8,10.9%,13.0%,36,43,0.8,12.0%,14.3%,,,1.3,16.6%,12.4%
2018 Australian Open R64,L vs Dolgopolov,25,39,0.6,12.1%,18.8%,25,39,0.6,14.5%,22.5%,,,1.4,14.5%,10.1%
2018 Australian Open R128,W vs Isner,25,9,2.8,12.4%,4.5%,25,9,2.8,15.7%,5.7%,,,1.0,15.8%,15.3%
2017 Toyota CH SF,W vs Hurkacz,43,16,2.7,23.0%,8.6%,28,15,1.9,18.1%,9.7%,12.9%,4.5%,1.1,18.2%,16.6%
2017 Canberra CH F,W vs Daniel,24,24,1.0,17.8%,17.8%,22,21,1.0,18.5%,17.6%,15.1%,3.4%,1.1,11.9%,10.4%
2017 Newport F,L vs Isner,14,10,1.4,11.6%,8.3%,8,6,1.3,8.5%,6.4%,4.3%,4.3%,4.9,28.1%,5.8%
2017 Newport SF,W vs Gojowczyk,16,18,0.9,14.4%,16.2%,10,13,0.8,10.8%,14.0%,8.6%,1.1%,0.7,13.5%,20.7%
2016 Australian Open R128,L vs Granollers,35,65,0.5,17.2%,31.9%,28,60,0.5,15.1%,32.3%,11.8%,3.2%,1.9,17.2%,8.8%
2015 US Open R128,L vs Dimitrov,15,28,0.5,9.5%,17.7%,13,21,0.6,9.2%,14.8%,6.3%,2.8%,1.5,13.3%,8.9%
2015 Wimbledon R128,W vs Rola,25,19,1.3,15.8%,12.0%,19,17,1.1,13.7%,12.2%,7.2%,6.5%,0.7,16.5%,24.7%
2015 Ilkley CH SF,W vs Dodig,13,12,1.1,13.5%,12.5%,8,9,0.9,9.8%,11.0%,8.5%,1.2%,0.8,14.6%,18.8%
Career (32 matches),,906,1024,0.9,15.2%,17.2%,708,895,0.8,13.6%,17.2%,5.3%,1.9%,1.1,16.9%,14.7%
