Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2016 Wimbledon Q1,L vs Vogt,45% (5/11),40% (2/5),0/4,40% (4/10),0% (0/4),0/2,0/0,0/0,0/0,0/0
2016 Birmingham Q2,L vs Bondarenko,36% (5/14),60% (3/5),1/4,54% (7/13),29% (2/7),2/3,1/1,1/2,0/0,1/1
2016 Roland Garros Q3,L vs Buyukakcay,38% (3/8),67% (2/3),1/5,75% (6/8),0% (0/6),0/2,0/0,1/2,0/0,1/2
2016 Prague Q1,L vs Hesse,36% (5/14),100% (5/5),1/3,43% (6/14),50% (3/6),4/4,0/0,2/2,0/0,1/1
2016 Stuttgart Q1,L vs Robson,33% (3/9),67% (2/3),0/4,75% (6/8),17% (1/6),1/2,0/0,2/3,0/0,2/2
2016 Katowice R32,L vs Alexandrova,11% (1/9),100% (1/1),1/3,67% (6/9),33% (2/6),1/1,0/0,2/3,0/0,2/2
2016 Indian Wells Q1,L vs Cepede Royg,67% (6/9),50% (3/6),1/6,88% (7/8),14% (1/7),2/3,0/0,0/0,0/0,0/0
2016 Kuala Lumpur R32,L vs Broady,36% (5/14),80% (4/5),3/5,46% (6/13),17% (1/6),3/4,1/1,0/0,0/0,0/0
2016 St. Petersburg Q3,W vs Tig,80% (8/10),63% (5/8),0/2,44% (4/9),50% (2/4),3/4,1/1,0/0,0/0,0/0
2016 St. Petersburg Q2,W vs Mertens,64% (7/11),100% (7/7),3/4,60% (6/10),33% (2/6),3/5,0/0,0/0,0/0,0/0
2016 St. Petersburg Q1,W vs Kremen,69% (9/13),89% (8/9),3/3,42% (5/12),20% (1/5),4/6,0/1,0/1,0/1,0/0
2016 Australian Open R128,L vs Gibbs,42% (5/12),60% (3/5),0/4,73% (8/11),38% (3/8),2/3,1/1,0/1,0/0,0/0
2015 Dubai $75K F,L vs Buyukakcay,50% (8/16),75% (6/8),4/6,75% (12/16),33% (4/12),1/5,0/1,0/2,0/0,0/1
2015 Dubai $75K SF,W vs Panova,70% (7/10),57% (4/7),0/3,45% (5/11),40% (2/5),2/4,1/3,1/1,1/2,0/0
2015 Dubai $75K R16,W vs Vikhlyantseva,89% (8/9),63% (5/8),1/1,13% (1/8),0% (0/1),3/4,1/1,0/0,0/0,0/0
2015 Dubai $75K R32,W vs Samir,100% (8/8),100% (8/8),3/3,57% (4/7),25% (1/4),3/6,0/1,0/0,0/0,0/0
2015 Moscow R16,L vs Kuznetsova,67% (6/9),50% (3/6),1/4,78% (7/9),14% (1/7),1/3,0/0,0/2,0/0,0/1
2015 Moscow Q3,W vs Dushevina,64% (7/11),86% (6/7),3/5,55% (6/11),17% (1/6),3/6,1/3,1/1,0/1,0/0
2015 Moscow Q2,W vs Soylu,80% (8/10),88% (7/8),2/4,60% (6/10),17% (1/6),2/6,0/2,2/2,0/1,0/0
2015 Moscow Q1,W vs Pospelova,58% (7/12),100% (7/7),1/4,50% (6/12),33% (2/6),4/6,1/1,0/0,0/0,0/0
2016 (12 matches),,46.3%,72.6%,29.8%,56.8%,25.4%,64.1%,80.0%,57.1%,0.0%,87.5%
2015 (33 matches),,59.9%,81.4%,42.5%,57.9%,21.6%,51.7%,50.0%,53.3%,50.0%,40.0%
2014 (42 matches),,53.7%,78.3%,39.6%,53.0%,17.4%,57.6%,60.5%,57.1%,60.0%,54.5%
2013 (46 matches),,56.0%,82.2%,44.2%,54.9%,18.4%,58.9%,55.8%,60.0%,61.1%,59.1%
2012 (34 matches),,57.4%,81.5%,47.0%,52.9%,21.7%,63.0%,55.6%,57.1%,60.0%,33.3%
Career (175 matches),,55.4%,80.2%,41.9%,54.7%,20.0%,58.0%,57.5%,56.8%,58.6%,54.1%
