Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,277,122,155,44.0%,291-349,45.5%,2852-3101,47.9%,28-40,41.2%,38,56.6%,32.2%,1.5%,7.7%,54.7%,59.2%,42.7%,51.7%,44.9%,48.3%,0.93
Clay,227,122,105,53.7%,271-259,51.1%,2474-2461,50.1%,31-18,63.3%,13,52.9%,35.6%,1.1%,9.1%,58.5%,57.9%,46.0%,53.0%,41.5%,47.1%,0.88
Grass,56,32,24,57.1%,66-63,51.2%,618-602,50.7%,8-4,66.7%,15,52.3%,57.8%,2.7%,6.9%,56.8%,67.5%,46.9%,58.6%,43.0%,50.8%,1.04
Carpet,16,7,9,43.8%,15-20,42.9%,147-169,46.5%,2-1,66.7%,0,,,,,,,,,,,
Grand Slams,74,24,50,32.4%,62-112,35.6%,735-896,45.1%,9-11,45.0%,9,63.0%,24.6%,1.3%,6.5%,58.4%,63.7%,44.6%,55.7%,38.9%,47.4%,0.88
Premiers,139,60,79,43.2%,140-178,44.0%,1402-1568,47.2%,19-13,59.4%,16,54.8%,39.1%,2.3%,6.2%,56.4%,60.6%,40.3%,51.8%,42.8%,47.3%,0.89
Internationals,282,159,123,56.4%,350-305,53.4%,3097-2979,51.0%,34-29,54.0%,36,51.1%,42.6%,1.5%,8.4%,55.3%,60.1%,45.3%,53.5%,46.6%,50.0%,1.00
Finals,15,3,12,20.0%,10-26,27.8%,136-187,42.1%,0-2,0.0%,0,,,,,,,,,,,
Semi-finals,30,15,15,50.0%,27-36,42.9%,265-292,47.6%,0-1,0.0%,1,-,-,1.9%,7.4%,51.9%,67.9%,34.6%,51.9%,32.1%,42.1%,0.67
Quarter-finals,55,30,25,54.5%,67-56,54.5%,587-544,51.9%,3-4,42.9%,6,50.0%,24.2%,1.4%,6.0%,55.8%,57.6%,42.6%,51.0%,41.5%,46.4%,0.85
vs Righties,516,253,263,49.0%,576-623,48.0%,5463-5683,49.0%,61-55,52.6%,62,55.0%,36.2%,1.7%,7.7%,55.9%,60.8%,44.4%,53.5%,43.6%,48.5%,0.94
vs Lefties,52,26,26,50.0%,58-59,49.6%,548-560,49.5%,6-7,46.2%,4,52.4%,45.0%,1.6%,7.6%,55.7%,62.9%,41.7%,53.5%,47.6%,50.5%,1.02
vs Top 10,46,8,38,17.4%,16-78,17.0%,313-537,36.8%,4-4,50.0%,3,26.7%,13.3%,0.0%,10.1%,52.9%,50.7%,30.8%,41.3%,32.3%,37.0%,0.55
