Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,16,Hard,29,13,16,44.8%,8,3,5,37.5%,2001,2016,R32,3,0.92,1.8%,7.4%,60.3%,60.4%,41.7%,52.9%,43.1%,61.1%,33.3%
Roland Garros,16,Clay,27,11,16,40.7%,11,6,5,54.5%,2001,2016,R16,1,0.68,0.0%,4.2%,58.3%,69.0%,53.3%,62.5%,25.4%,71.4%,25.0%
Wimbledon,16,Grass,33,17,16,51.5%,6,4,2,66.7%,2001,2016,R16,3,0.91,0.8%,5.9%,53.8%,69.5%,46.4%,58.8%,37.6%,57.7%,56.3%
US Open,15,Hard,17,2,15,11.8%,1,0,1,0.0%,2001,2015,R128,2,0.82,1.6%,7.2%,63.2%,58.2%,41.3%,52.0%,39.5%,28.6%,35.7%
Olympics,3,,3,0,3,0.0%,0,0,0,-,2004,2012,R64,0,,,,,,,,,,
Fed Cup,5,,13,8,5,61.5%,2,1,1,50.0%,2002,2014,,0,,,,,,,,,,
Indian Wells,14,Hard,22,8,14,36.4%,4,0,4,0.0%,2002,2016,R16,3,0.87,0.6%,10.9%,49.7%,61.0%,48.2%,54.5%,39.6%,48.1%,30.8%
Miami,13,Hard,18,5,13,27.8%,5,3,2,60.0%,2002,2015,R16,1,1.03,3.8%,17.3%,46.2%,70.8%,60.7%,65.4%,35.5%,42.9%,50.0%
Moscow,11,Hard,24,13,11,54.2%,6,4,2,66.7%,2001,2015,QF,1,0.59,0.0%,12.5%,50.0%,62.5%,25.0%,43.8%,33.3%,0.0%,0
Hobart,10,Hard,23,13,10,56.5%,3,2,1,66.7%,2004,2016,F,2,0.81,0.8%,12.3%,54.6%,50.7%,33.9%,43.1%,46.3%,36.4%,40.9%
Linz,9,Hard,18,9,9,50.0%,5,4,1,80.0%,2001,2015,R16,2,0.87,1.8%,5.9%,66.5%,50.4%,40.4%,47.1%,45.9%,51.7%,42.9%
Palermo,8,Clay,25,17,8,68.0%,4,2,2,50.0%,2001,2013,F,0,,,,,,,,,,
