Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2015 US Open R128,L vs Keys,84.1,87.3,3.9,,,97,77,78.3,4.8,,,84,69
2015 Australian Open R64,L vs Goerges,83.1,89.5,8.0,,,105,76,73.3,4.6,,,85,65
2014 Wimbledon R64,L vs Keys,84.3,93.3,8.2,,,105,72,74.5,6.1,,,87,63
2014 Roland Garros R128,L vs Torro Flor,80.4,87.0,8.9,,,101,62,71.5,6.0,,,82,62
2014 Australian Open R128,L vs Stosur,81.4,,,,,105,,,,,,,64
2013 Wimbledon R32,L vs Li,86.6,,,,,102,,,,,,,63
2013 Wimbledon R128,W vs Hantuchova,83.4,,,,,102,,,,,,,62
2013 Australian Open R64,L vs Flipkens,81.5,,,,,100,,,,,,,61
2012 Wimbledon R32,L vs Schiavone,81.9,,,,,97,,,,,,,67
2012 Roland Garros R16,L vs Sharapova,85.6,,,,,102,,,,,,,60
2012 Roland Garros R32,W vs Pavlyuchenkova,85.1,,,,,104,,,,,,,62
2012 Roland Garros R64,W vs Kirilenko,85.8,,,,,105,,,,,,,61
2011 Wimbledon R32,L vs Sharapova,87.0,91.2,4.3,,,100,83,77.8,4.4,,,86,68
2011 Australian Open R64,L vs Safarova,81.6,88.5,6.7,,,102,76,71.9,4.7,,,82,63
Career (14 matches),,83.9,89.7,6.9,,,105,62,73.8,5.2,,,87,60
