Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2016,4,0,4,0.0%,3-8,27.3%,41-58,41.4%,0-1,0.0%,4,60.4%,24.0%,0.3%,8.1%,57.4%,58.0%,44.7%,52.4%,36.9%,45.1%,0.77,R32 (3x)
2015,36,14,22,38.9%,30-46,39.5%,310-382,44.8%,3-4,42.9%,31,53.8%,39.1%,1.1%,9.0%,55.6%,61.1%,45.9%,54.3%,43.4%,48.7%,0.95,QF (3x)
2014,56,29,27,51.8%,66-64,50.8%,588-605,49.3%,11-3,78.6%,30,-,-,2.3%,6.6%,56.0%,60.9%,42.6%,52.9%,44.8%,48.8%,0.95,W (Florianopolis)
2013,49,24,25,49.0%,55-58,48.7%,529-541,49.4%,7-10,41.2%,1,-,-,3.5%,9.3%,48.8%,69.0%,45.5%,57.0%,55.7%,56.3%,1.29,SF (3x)
2012,51,28,23,54.9%,61-52,54.0%,546-499,52.2%,5-7,41.7%,0,,,,,,,,,,,,F (Shenzhen)
2011,54,29,25,53.7%,64-63,50.4%,580-584,49.8%,7-4,63.6%,0,,,,,,,,,,,,SF (3x)
2010,40,20,20,50.0%,43-50,46.2%,445-464,49.0%,5-6,45.5%,0,,,,,,,,,,,,F (2x)
2009,25,8,17,32.0%,21-39,35.0%,260-317,45.1%,4-5,44.4%,0,,,,,,,,,,,,QF (2x)
2008,41,20,21,48.8%,47-51,48.0%,455-463,49.6%,3-5,37.5%,0,,,,,,,,,,,,F (Vina Del Mar)
2007,26,13,13,50.0%,30-29,50.8%,279-276,50.3%,3-4,42.9%,0,,,,,,,,,,,,SF (Prague)
2006,33,11,22,33.3%,29-46,38.7%,322-394,45.0%,4-3,57.1%,0,,,,,,,,,,,,R16 (8x)
2005,51,32,19,62.7%,67-53,55.8%,565-551,50.6%,9-2,81.8%,0,,,,,,,,,,,,W (2x)
2004,53,27,26,50.9%,58-60,49.2%,549-562,49.4%,6-5,54.5%,0,,,,,,,,,,,,F (2x)
2003,36,16,20,44.4%,40-47,46.0%,373-400,48.3%,1-3,25.0%,0,,,,,,,,,,,,F (Sopot)
2002,11,7,4,63.6%,17-11,60.7%,133-124,51.8%,1-0,100.0%,0,,,,,,,,,,,,F (Casablanca)
2001,10,5,5,50.0%,12-14,46.2%,116-113,50.7%,0-1,0.0%,0,,,,,,,,,,,,F (Antwerp)
Career,576,283,293,49.1%,643-691,48.2%,6091-6333,49.0%,69-63,52.3%,66,54.8%,36.8%,1.7%,7.7%,55.8%,60.9%,44.2%,53.5%,43.9%,48.6%,0.94,
