Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,180,71,109,39.4%,168-235,41.7%,1746-1950,47.2%,13-21,38.2%,8,52.0%,42.2%,1.5%,4.7%,64.1%,58.0%,40.5%,51.7%,45.5%,48.6%,0.94
Clay,51,23,28,45.1%,54-60,47.4%,516-522,49.7%,3-4,42.9%,7,48.3%,40.7%,1.0%,4.7%,65.6%,51.7%,45.0%,49.4%,44.3%,46.9%,0.87
Grass,19,9,10,47.4%,22-21,51.2%,220-205,51.8%,2-6,25.0%,0,,,,,,,,,,,
Carpet,24,7,17,29.2%,19-34,35.8%,225-270,45.5%,1-1,50.0%,0,,,,,,,,,,,
Finals,6,0,6,0.0%,2-11,15.4%,43-74,36.8%,0-1,0.0%,0,,,,,,,,,,,
Semi-finals,11,6,5,54.5%,13-12,52.0%,119-118,50.2%,1-1,50.0%,0,,,,,,,,,,,
Quarter-finals,24,11,13,45.8%,26-30,46.4%,238-249,48.9%,0-1,0.0%,0,,,,,,,,,,,
vs Righties,157,50,107,31.8%,128-226,36.2%,1477-1761,45.6%,8-18,30.8%,1,28.6%,0.0%,2.4%,4.8%,59.5%,44.0%,41.2%,42.9%,27.9%,35.3%,0.49
vs Lefties,18,7,11,38.9%,17-24,41.5%,169-199,45.9%,1-1,50.0%,1,33.3%,25.0%,1.6%,4.9%,72.1%,52.3%,23.5%,44.3%,36.2%,40.7%,0.65
