Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,34,17,17,50.0%,36-42,46.2%,344-368,48.3%,4-3,57.1%,34,64.6%,32.3%,4.5%,5.2%,61.8%,63.6%,44.5%,56.3%,41.8%,49.0%,0.96
Clay,18,12,6,66.7%,22-14,61.1%,181-157,53.6%,3-1,75.0%,18,67.4%,39.3%,2.9%,4.3%,58.6%,64.7%,47.9%,57.8%,46.0%,51.9%,1.09
Grass,2,0,2,0.0%,0-4,0.0%,14-25,35.9%,0-1,0.0%,2,44.4%,30.0%,2.2%,4.3%,61.9%,52.3%,43.4%,48.9%,40.6%,44.9%,0.80
Grand Slams,8,4,4,50.0%,9-10,47.4%,90-80,52.9%,0-2,0.0%,8,70.7%,36.5%,3.8%,5.4%,59.8%,65.3%,46.8%,57.9%,43.2%,50.6%,1.03
Premiers,8,3,5,37.5%,7-10,41.2%,74-84,46.8%,0-0,-,8,60.3%,33.8%,3.4%,4.6%,63.5%,60.8%,42.7%,54.2%,42.6%,48.2%,0.93
Internationals,17,11,6,64.7%,21-15,58.3%,170-168,50.3%,4-1,80.0%,17,62.2%,37.7%,3.0%,4.5%,59.8%,63.0%,46.3%,56.2%,45.3%,50.8%,1.04
Finals,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,37.5%,22.2%,1.9%,9.3%,53.7%,55.2%,28.0%,42.6%,35.8%,39.3%,0.62
Semi-finals,3,1,2,33.3%,3-5,37.5%,40-45,47.1%,1-1,50.0%,3,57.1%,36.6%,3.5%,3.8%,57.0%,62.6%,40.7%,53.1%,42.7%,47.9%,0.91
Quarter-finals,3,2,1,66.7%,5-2,71.4%,37-32,53.6%,0-0,-,3,71.4%,35.3%,2.5%,2.9%,65.3%,60.3%,55.4%,58.6%,44.9%,51.9%,1.08
vs Righties,46,26,20,56.5%,51-49,51.0%,465-465,50.0%,6-5,54.5%,46,65.5%,34.8%,3.8%,4.9%,61.0%,63.4%,45.8%,56.5%,43.5%,50.0%,1.00
vs Lefties,5,1,4,20.0%,2-9,18.2%,36-61,37.1%,0-0,-,5,58.3%,16.3%,4.1%,4.7%,59.5%,61.7%,43.8%,54.4%,34.8%,44.8%,0.76
vs Top 10,7,0,7,0.0%,1-14,6.7%,47-90,34.3%,0-0,-,7,53.7%,14.5%,3.4%,6.5%,55.3%,59.9%,41.0%,51.5%,33.3%,43.1%,0.69
