Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,9,3,6,33.3%,2,1,1,50.0%,2020,2026,R32,9,0.83,4.1%,4.5%,57.2%,57.5%,44.4%,51.9%,40.0%,55.3%,42.6%
Roland Garros,5,Clay,10,5,5,50.0%,2,2,0,100.0%,2020,2025,R32,10,0.96,2.6%,4.4%,63.8%,58.8%,46.0%,54.2%,44.0%,53.8%,49.4%
Wimbledon,5,Grass,6,1,5,16.7%,3,0,3,0.0%,2018,2025,R64,5,0.84,5.0%,2.8%,59.8%,64.9%,44.7%,56.8%,36.5%,60.4%,42.4%
US Open,7,Hard,11,4,7,36.4%,2,1,1,50.0%,2018,2025,R32,11,0.95,3.8%,6.5%,56.1%,67.1%,44.3%,57.1%,40.8%,52.3%,43.6%
Olympics,1,,2,1,1,50.0%,0,0,0,-,2024,2024,R32,2,0.99,5.6%,6.1%,64.3%,67.5%,45.7%,59.7%,40.0%,46.2%,31.8%
Fed Cup,1,,1,1,0,100.0%,0,0,0,-,2020,2020,,1,1.29,4.6%,4.6%,64.6%,59.5%,73.9%,64.6%,45.6%,0.0%,66.7%
Miami,3,Hard,5,2,3,40.0%,2,1,1,50.0%,2017,2026,R16,5,0.84,5.1%,2.7%,60.4%,62.6%,42.1%,54.5%,38.3%,51.2%,36.4%
Indian Wells,3,Hard,7,4,3,57.1%,2,2,0,100.0%,2024,2026,R32,7,0.92,4.8%,5.9%,57.8%,67.7%,42.0%,56.9%,39.7%,59.4%,39.1%
Dubai,5,Hard,8,3,5,37.5%,1,0,1,0.0%,2021,2026,R16,8,0.95,3.8%,5.9%,59.2%,61.2%,38.8%,52.1%,45.5%,47.1%,54.0%
Doha,2,Hard,5,2,3,40.0%,1,0,1,0.0%,2022,2026,R32,5,1.15,7.9%,4.9%,63.4%,72.0%,42.3%,61.1%,44.7%,62.1%,31.8%
Cluj-Napoca,3,Hard,7,4,3,57.1%,0,0,0,-,2024,2026,SF,7,1.08,5.4%,5.8%,59.3%,69.1%,48.9%,60.9%,42.4%,62.3%,42.0%
Adelaide,2,Hard,6,4,2,66.7%,1,1,0,100.0%,2025,2026,QF,6,1.09,3.8%,4.7%,62.0%,62.7%,45.0%,56.0%,47.9%,58.8%,49.2%
