Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Dubai R16,L vs Andreeva,13.2%,17.1%,35.0%,17.5%,20.0%,24.2%,55.0%,30.0%,25.0%,10.0%,16.7%,48.1%,23.1%,29.4%,75.0%,-23
2026 Doha R64,L vs Muchova,17.9%,26.8%,42.9%,27.0%,35.1%,44.4%,33.3%,26.3%,33.3%,0.0%,13.3%,40.0%,14.3%,25.0%,50.0%,-119
2026 Adelaide R16,W vs Kasatkina,17.9%,23.2%,41.9%,22.2%,30.6%,53.6%,58.8%,42.1%,0.0%,11.8%,11.8%,20.0%,66.7%,50.0%,50.0%,-4
2025 Tokyo R32,W vs Charaeva,21.2%,32.7%,58.5%,20.9%,34.9%,64.7%,33.3%,44.0%,100.0%,22.2%,22.2%,28.6%,20.0%,50.0%,-,-104
2025 Osaka SF,L vs Valentova,24.2%,28.3%,42.5%,29.3%,36.2%,51.2%,13.0%,34.3%,37.5%,17.9%,17.9%,31.3%,18.2%,35.3%,50.0%,-45
2025 US Open R32,L vs Anisimova,28.0%,29.9%,35.7%,31.3%,34.4%,40.9%,23.3%,29.4%,44.4%,27.8%,27.8%,26.9%,11.1%,5.6%,0.0%,92
2025 Montreal R32,L vs Rybakina,23.2%,26.1%,42.0%,33.3%,35.7%,50.0%,42.1%,13.0%,100.0%,8.3%,12.5%,31.8%,33.3%,13.3%,25.0%,-33
2025 Iasi R32,W vs Lodikova,23.8%,36.5%,56.8%,31.3%,46.9%,54.5%,66.7%,50.0%,75.0%,18.5%,29.6%,59.1%,36.4%,75.0%,100.0%,52
2025 Roland Garros R32,L vs Swiatek,22.5%,29.6%,45.1%,26.3%,36.8%,60.7%,38.9%,30.0%,33.3%,20.7%,24.1%,26.1%,38.5%,81.3%,66.7%,9
2025 Rabat F,L vs Joint,18.5%,25.9%,33.3%,24.1%,34.5%,40.9%,53.3%,35.7%,0.0%,15.0%,20.0%,23.5%,0.0%,54.5%,0.0%,19
2025 Merida R16,L vs Badosa,9.3%,18.6%,41.7%,12.0%,24.0%,36.4%,41.7%,23.1%,40.0%,6.7%,13.3%,50.0%,87.5%,42.9%,100.0%,-55
2025 Australian Open R32,L vs Lys,19.4%,24.5%,46.7%,25.5%,34.0%,45.7%,35.0%,18.5%,28.6%,14.9%,17.0%,47.5%,65.2%,41.7%,100.0%,-9
2024 Olympics R32,L vs Kerber,13.5%,30.2%,56.4%,16.4%,39.3%,60.8%,34.5%,31.3%,100.0%,10.0%,16.7%,48.1%,26.7%,13.3%,0.0%,-20
2024 Wimbledon R128,L vs Andreescu,29.3%,34.5%,31.6%,37.5%,43.8%,35.0%,43.8%,31.3%,25.0%,21.7%,26.1%,27.8%,16.7%,27.3%,0.0%,35
2023 Australian Open R128,L vs Pegula,25.0%,27.1%,20.0%,30.0%,30.0%,23.8%,30.8%,41.2%,50.0%,17.6%,23.5%,14.3%,9.1%,66.7%,-,-37
2021 Linz F,L vs Riske Amritraj,19.4%,23.7%,43.7%,19.6%,26.8%,37.8%,32.3%,20.0%,16.7%,21.2%,21.2%,53.8%,0.0%,18.2%,16.7%,27
2021 Linz R32,W vs Rakhimova,18.8%,29.4%,56.1%,24.6%,38.6%,58.1%,42.9%,44.8%,66.7%,8.0%,12.0%,52.2%,27.3%,21.4%,50.0%,-36
2021 Cluj Napoca QF,L vs Halep,19.6%,23.5%,35.1%,29.0%,35.5%,40.9%,58.3%,42.1%,50.0%,6.3%,6.3%,26.7%,45.5%,0.0%,0.0%,-61
2021 Cluj Napoca R32,W vs Juvan,23.2%,35.7%,59.0%,26.8%,42.3%,53.8%,6.5%,32.5%,33.3%,18.4%,26.3%,67.7%,7.1%,16.7%,0.0%,-16
2021 St Petersburg R16,W vs Ostapenko,25.0%,32.1%,48.4%,23.2%,32.1%,48.8%,50.0%,39.3%,33.3%,29.6%,33.3%,47.4%,66.7%,14.3%,0.0%,-61
Last 52 Weeks (10 matches),,21.6%,27.6%,42.7%,26.7%,34.4%,48.2%,39.8%,32.7%,40.5%,16.3%,20.3%,34.5%,25.0%,40.8%,41.7%,44
Career (22 matches),,21.6%,28.5%,44.6%,26.1%,35.4%,47.4%,38.1%,33.8%,42.7%,16.8%,20.7%,40.5%,31.6%,34.2%,38.2%,38
