Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),35,1382,32,1850,32,1811,34,1767,135,1508,101,774,,
2025,39,1324,56,1799,52,1754,48,1742,154,1482,119,667
2024,85,832,102,1698,128,1615,78,1670,165,1454,212,368
2023,89,805,107,1664,113,1616,109,1601,165,1452,,
2022,146,431,141,1604,136,1556,,,,,,
2021,71,954,85,1729,82,1691,105,1619,140,1478,,
2020,168,432,156,1495,155,1465,147,1412,,,176,493
2019,211,285,310,1317,294,1305,294,1278,,,206,373
2018,314,140,,,,,,,,,214,326
2017,226,251,,,,,,,,,281,242
2016,348,113,,,,,,,,,372,138
2015,773,20,,,,,,,,,603,57
2014,1213,3,,,,,,,,,1002,13
2013,1074,9,,,,,,,,,938,20
