Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Dubai R16,L vs Andreeva,63.9%,59.0%,3.3%,0/2,1.98,11.7%,63.2%,50.0%,0.0%,1.95,21.2%,93.8%,73.3%,12.5%,2.02,0.0%
2026 Doha R64,L vs Muchova,73.8%,45.8%,4.6%,2/1,2.46,9.5%,68.8%,42.4%,2.1%,2.67,14.8%,88.2%,53.3%,11.8%,2.09,0.0%
2026 Adelaide R16,W vs Kasatkina,81.5%,62.3%,7.7%,2/3,2.55,11.6%,92.9%,64.1%,2.4%,2.31,14.3%,100.0%,57.1%,28.6%,3.00,6.7%
2025 Tokyo R32,W vs Charaeva,78.1%,54.0%,1.6%,0/1,2.25,2.4%,78.6%,45.5%,0.0%,2.29,2.9%,89.5%,70.6%,5.3%,2.10,0.0%
2025 Osaka SF,L vs Valentova,76.6%,43.1%,5.3%,1/4,2.46,1.4%,79.6%,32.6%,1.9%,2.33,2.5%,78.4%,58.6%,10.8%,2.62,0.0%
2025 US Open R32,L vs Anisimova,69.1%,53.6%,13.6%,8/3,2.77,5.7%,66.1%,54.1%,5.4%,2.78,9.1%,90.5%,52.6%,38.1%,2.77,0.0%
2025 Montreal R32,L vs Rybakina,68.6%,31.4%,7.8%,2/2,2.44,10.0%,53.6%,20.0%,3.6%,2.15,17.9%,87.0%,40.0%,13.0%,2.80,0.0%
2025 Iasi R32,W vs Lodikova,90.9%,60.0%,0.0%,0/0,2.56,9.3%,92.3%,63.9%,0.0%,2.39,19.0%,87.5%,50.0%,0.0%,2.73,0.0%
2025 Roland Garros R32,L vs Swiatek,79.7%,35.3%,12.5%,5/3,2.72,3.9%,78.1%,32.0%,9.4%,2.54,7.1%,81.3%,38.5%,15.6%,2.95,0.0%
2025 Rabat F,L vs Joint,73.6%,43.6%,5.7%,1/2,2.41,0.0%,76.5%,42.3%,0.0%,2.47,0.0%,76.5%,46.2%,17.6%,2.32,0.0%
2025 Merida R16,L vs Badosa,65.1%,28.6%,2.3%,1/0,2.12,11.1%,58.1%,22.2%,0.0%,2.05,18.2%,100.0%,40.0%,10.0%,2.22,0.0%
2025 Australian Open R32,L vs Lys,78.8%,39.7%,6.3%,1/4,2.56,1.3%,79.6%,32.6%,3.7%,2.68,2.9%,80.0%,55.0%,12.0%,2.46,0.0%
2024 Olympics R32,L vs Kerber,76.8%,48.7%,3.0%,3/0,2.18,4.1%,76.7%,50.0%,0.0%,2.07,6.5%,87.0%,45.0%,13.0%,2.37,0.0%
2024 Wimbledon R128,L vs Andreescu,70.8%,38.2%,12.5%,1/5,2.73,13.2%,62.1%,16.7%,13.8%,2.84,20.0%,94.1%,62.5%,11.8%,2.61,5.6%
2023 Australian Open R128,L vs Pegula,68.9%,38.7%,6.7%,3/0,2.25,5.7%,60.0%,27.8%,10.0%,2.38,9.5%,92.9%,53.8%,0.0%,2.05,0.0%
2021 Linz F,L vs Riske Amritraj,78.7%,54.1%,10.6%,3/7,2.55,11.4%,76.6%,57.1%,10.9%,2.50,18.2%,89.3%,48.0%,10.7%,2.64,0.0%
2021 Linz R32,W vs Rakhimova,76.3%,52.5%,3.8%,2/1,2.18,3.2%,74.6%,52.3%,5.1%,2.08,5.0%,89.5%,52.9%,0.0%,2.36,0.0%
2021 Cluj Napoca QF,L vs Halep,66.7%,43.3%,0.0%,0/0,2.22,0.0%,61.5%,31.3%,0.0%,2.20,0.0%,73.7%,57.1%,0.0%,2.25,0.0%
2021 Cluj Napoca R32,W vs Juvan,71.0%,46.2%,4.6%,2/4,2.26,17.3%,62.9%,45.5%,4.3%,2.31,28.0%,89.1%,46.9%,5.5%,2.19,0.0%
2021 St Petersburg R16,W vs Ostapenko,74.4%,56.3%,9.3%,4/4,2.34,8.2%,74.5%,51.2%,5.5%,2.21,11.9%,82.1%,65.2%,17.9%,2.61,0.0%
Last 52 Weeks (10 matches),,75.5%,49.1%,6.4%,50.0%,2.47,6.5%,75.3%,46.6%,2.4%,2.39,10.5%,85.8%,53.3%,15.1%,2.58,0.5%
Career (22 matches),,73.8%,47.9%,6.0%,48.9%,2.43,7.5%,72.2%,45.1%,3.8%,2.38,12.1%,86.2%,52.7%,11.2%,2.50,0.6%
